Timestep,L_ASIS,L_Ankle_Lat,L_Heel,L_Knee_Lat,L_PSIS,L_Shank_Front,L_Shank_Rear,L_Shank_Upper,L_Thigh_Front,L_Thigh_Rear,L_Thigh_Upper,L_Toe_Lat,L_Toe_Med,L_Toe_Tip,R_ASIS,R_Ankle_Lat,R_Heel,R_Knee_Lat,R_PSIS,R_Shank_Front,R_Shank_Rear,R_Shank_Upper,R_Thigh_Front,R_Thigh_Rear,R_Thigh_Upper,R_Toe_Lat,R_Toe_Med,R_Toe_Tip
1613,0.00362036,0.00507215,0.00255685,0.0126144,0.00375271,0.0026044,0.0100673,0.00882906,0.00333596,0.00263406,0.00266005,0.00860612,0.00557064,0.00576773,0.00436009,0.00160826,0.00404792,0.00175425,0.00474431,0.00177909,0.00214737,0.00338117,0.00791436,0.0064572,0.00762333,0.0104003,0.00799386,0.00466529
1614,0.00377621,0.00480268,0.00246639,0.0123648,0.0039585,0.00289666,0.00909606,0.00750006,0.00343255,0.00269854,0.0025182,0.00830727,0.00534353,0.00536328,0.00433064,0.0018877,0.00405112,0.00147214,0.0049814,0.00173625,0.00199164,0.00339963,0.00802432,0.00641617,0.00757797,0.0103551,0.00797911,0.00457504
1615,0.0043735,0.00465126,0.002348,0.0121615,0.00397942,0.00254917,0.00794111,0.00613313,0.00340614,0.00311472,0.00282991,0.00808492,0.00532351,0.0050258,0.00467262,0.00237787,0.00414402,0.00117603,0.00512224,0.00170777,0.00192277,0.00344324,0.00823005,0.00645023,0.00761851,0.0102316,0.00795042,0.00453482
1616,0.0056821,0.00442025,0.00230094,0.0119563,0.00375301,0.00260017,0.00678288,0.00487668,0.00413036,0.00379829,0.00352358,0.0079995,0.00537062,0.00470387,0.00551973,0.00219705,0.00437317,0.00092172,0.00524764,0.00169993,0.00193335,0.00354824,0.00853866,0.00653339,0.00770548,0.0100327,0.00790083,0.00443989
1617,0.00662184,0.00457188,0.00233738,0.0116547,0.00344274,0.00313804,0.00609701,0.00384028,0.00510982,0.00437447,0.00390543,0.00803638,0.00518764,0.00470561,0.00564477,0.00217256,0.00447183,0.000939349,0.00534606,0.0017088,0.00192382,0.00365249,0.00876537,0.00647454,0.00757672,0.0098672,0.00785362,0.00430858
1618,0.00707693,0.004853,0.00243963,0.0111816,0.00324003,0.00342557,0.00545589,0.0033103,0.00539803,0.00494303,0.00412096,0.00801871,0.00512969,0.00454384,0.00510099,0.00244631,0.00451423,0.00127611,0.00552566,0.00168452,0.00187386,0.00375243,0.00891613,0.00636355,0.00738689,0.00976162,0.00778692,0.00424166
1619,0.00742743,0.00476483,0.00264987,0.0108955,0.00351172,0.0036165,0.00522803,0.00324246,0.00579301,0.00555609,0.00453905,0.00805926,0.00493411,0.00440856,0.00495742,0.00296499,0.00458054,0.00130428,0.00572683,0.0017372,0.0019317,0.00394371,0.00900783,0.00643553,0.0073913,0.00987546,0.00777602,0.00436698
1620,0.00757681,0.00461508,0.00277142,0.0108027,0.0048896,0.00399145,0.00515181,0.00366692,0.00631531,0.00607781,0.00514882,0.00809596,0.00483165,0.0042782,0.00533665,0.00369094,0.00477243,0.000820136,0.00586739,0.00176276,0.00200207,0.00407225,0.00924937,0.00668239,0.00757458,0.00989194,0.00774609,0.00446134
1621,0.00768661,0.00480698,0.00278976,0.0107202,0.00620075,0.0046173,0.00497444,0.00441409,0.00661435,0.00656828,0.00578935,0.00819806,0.00479442,0.00417866,0.00620364,0.00429114,0.00508285,0.00103125,0.00601335,0.00180482,0.00205782,0.00425911,0.00960114,0.00697776,0.00786234,0.00979246,0.00778318,0.00436917
1622,0.00820524,0.00489441,0.00285762,0.0105443,0.00626654,0.00524353,0.00492902,0.00491833,0.00686365,0.00708556,0.00629409,0.00822116,0.00458676,0.00400293,0.0071796,0.00402598,0.0054832,0.00127647,0.00634097,0.00192367,0.00215711,0.00444768,0.00978216,0.00716931,0.00815383,0.00971049,0.00778635,0.00424436
1623,0.00870053,0.00482654,0.00308117,0.0102008,0.0056137,0.00553197,0.00489807,0.00566504,0.00716487,0.00766404,0.0064347,0.00786912,0.00430179,0.00386781,0.00668397,0.00392185,0.00570497,0.00147928,0.00642737,0.00188374,0.00230957,0.00445928,0.00986156,0.00702068,0.00786733,0.00953044,0.0076144,0.00397699
1624,0.00904489,0.00470497,0.00339885,0.00990678,0.00496408,0.00574654,0.00486281,0.00651495,0.00738992,0.00820256,0.00638544,0.00761801,0.0040426,0.00383127,0.00643592,0.00409333,0.00583805,0.00172884,0.00653715,0.00183473,0.00250793,0.00452723,0.0098736,0.00690739,0.00751631,0.0092637,0.00749299,0.00371445
1625,0.00911846,0.00454655,0.00364116,0.00990965,0.00486847,0.0057323,0.00495988,0.00701968,0.00757114,0.00855814,0.00628482,0.00745219,0.00382031,0.00371621,0.00642396,0.00437136,0.00599754,0.00214438,0.00661527,0.00183177,0.00259875,0.00469688,0.00991218,0.00691122,0.0073866,0.0091967,0.00741023,0.00379264
1626,0.00905073,0.00446101,0.00395115,0.0101276,0.00565144,0.00568414,0.00487851,0.00735302,0.00801249,0.00878169,0.00621389,0.00740866,0.00373464,0.00351804,0.00662543,0.00476741,0.00617509,0.00252048,0.00668731,0.00187549,0.00261824,0.00496223,0.0100053,0.00705387,0.00755764,0.00926664,0.00743184,0.00392436
1627,0.00902296,0.00474965,0.00426213,0.0103183,0.00604047,0.00575815,0.00447054,0.00753643,0.00848387,0.00883679,0.00654193,0.00735286,0.00360976,0.00352602,0.00685418,0.00517067,0.00638098,0.00277251,0.00674991,0.00206806,0.00279519,0.0051391,0.0101766,0.00718878,0.00770116,0.00927756,0.00752378,0.00375615
1628,0.0092889,0.00488357,0.00468615,0.0105131,0.00607351,0.00574175,0.00428162,0.00753205,0.00888113,0.00861787,0.00779066,0.00715495,0.00334968,0.00325957,0.00704195,0.0051716,0.0067264,0.00295627,0.00681369,0.00240216,0.00289335,0.0051634,0.0102669,0.00735945,0.00775917,0.00915318,0.00751167,0.00354724
1629,0.00950935,0.00472996,0.00506304,0.0105514,0.00618846,0.0055768,0.0039217,0.00703116,0.00952338,0.00848948,0.00813916,0.00692382,0.00325777,0.00330572,0.00715499,0.00553454,0.00695399,0.00310774,0.00677738,0.00260129,0.00304699,0.00532752,0.0102037,0.00747787,0.00785,0.00906096,0.00750962,0.00359468
1630,0.00950477,0.00453752,0.00536071,0.010442,0.00631684,0.00554982,0.00390707,0.00613993,0.0101616,0.00838864,0.00794242,0.00680244,0.00303764,0.00336997,0.00749056,0.00516009,0.00731444,0.00318997,0.00680225,0.00264476,0.00308151,0.0054675,0.0102132,0.0076445,0.00796099,0.00907517,0.00752311,0.00371856
1631,0.00944363,0.0044228,0.00561556,0.0102547,0.00605383,0.00534491,0.00401323,0.00572373,0.00957057,0.00839051,0.00790659,0.00667017,0.00279962,0.0033431,0.00777945,0.00505022,0.00755372,0.00335737,0.00693123,0.00262258,0.00305648,0.0055627,0.0103639,0.00776622,0.00803033,0.00919138,0.00752852,0.00388916
1632,0.0096067,0.00441281,0.00590165,0.0099558,0.00550551,0.00488204,0.00377835,0.00512946,0.00919128,0.00834481,0.00790869,0.00636013,0.00250166,0.00327725,0.00772541,0.00525444,0.00764075,0.00346889,0.00705056,0.00263288,0.00316377,0.00559513,0.0104806,0.00776499,0.00799442,0.0091667,0.00749672,0.00385898
1633,0.00963768,0.00453292,0.00616043,0.00978146,0.00559408,0.00444934,0.0035842,0.00451578,0.00912514,0.00809181,0.00784084,0.00600129,0.00222358,0.00323301,0.00778185,0.00546659,0.00772786,0.00346794,0.00711805,0.00268102,0.00327417,0.00572013,0.0105329,0.00781993,0.00793935,0.00901035,0.00744331,0.00368114
1634,0.00951083,0.00462929,0.00630343,0.00957021,0.00624745,0.00445775,0.00357646,0.00399603,0.00906961,0.0077538,0.00771814,0.00571783,0.00208081,0.0032282,0.00824444,0.0055907,0.0078259,0.00347051,0.0071469,0.0026629,0.00338227,0.00583668,0.0101143,0.0080149,0.00815717,0.00880472,0.00746762,0.00348985
1635,0.0095743,0.00464401,0.00649512,0.00929475,0.00652048,0.00435072,0.00377935,0.00364546,0.00877052,0.00755785,0.00763699,0.00537952,0.00189532,0.00328543,0.00852395,0.00565744,0.00784283,0.00343715,0.00717049,0.00249606,0.00340254,0.00587586,0.00945752,0.00825119,0.00848918,0.0086373,0.00744558,0.00339416
1636,0.00966025,0.00465206,0.00679002,0.00895757,0.00642956,0.00402088,0.00412624,0.00341972,0.00835467,0.00732477,0.00783457,0.00492099,0.00171758,0.00315583,0.00871363,0.00586158,0.00789183,0.00356262,0.00723743,0.00244677,0.00340886,0.00601248,0.00977635,0.00823977,0.00848055,0.00863524,0.00743231,0.00345621
1637,0.00974355,0.00459934,0.00684338,0.00842295,0.00610573,0.00384696,0.0044388,0.00345705,0.00802839,0.00703695,0.00791751,0.00437828,0.00157224,0.00301772,0.00866947,0.00630487,0.00788921,0.0036498,0.00730254,0.00246664,0.00361344,0.00616074,0.0102151,0.00818784,0.00828251,0.00859988,0.00735458,0.00344579
1638,0.00969738,0.00454305,0.00699474,0.0077124,0.00609475,0.00369612,0.00476676,0.00362789,0.00768914,0.00676419,0.00789159,0.00391609,0.00143019,0.00291325,0.00878466,0.00652822,0.00795376,0.00360641,0.00743208,0.00250816,0.00385127,0.00619498,0.0104397,0.0082476,0.00825525,0.00856482,0.00730901,0.00342016
1639,0.00967012,0.00456052,0.00707501,0.00701812,0.00599474,0.00362252,0.00481173,0.00361721,0.00718008,0.00638705,0.00829665,0.00354607,0.00144572,0.00272129,0.00904458,0.0064179,0.00813114,0.00362246,0.0074912,0.00247669,0.00390576,0.00622353,0.0105568,0.00834461,0.00826864,0.00853292,0.00734939,0.00340733
1640,0.00958404,0.00443718,0.0071373,0.00671447,0.00602152,0.00364214,0.00464307,0.00329507,0.00639475,0.0060902,0.00903101,0.00324457,0.00165403,0.00261364,0.0092535,0.00646987,0.00836264,0.00357601,0.00755663,0.0024431,0.00400543,0.00639185,0.0107284,0.00844809,0.00819112,0.00847977,0.00745384,0.0034041
1641,0.0096665,0.00423449,0.00708883,0.00637063,0.00619596,0.00356285,0.00436607,0.00299206,0.00566424,0.00606356,0.00882754,0.00298588,0.00169584,0.00256352,0.00942265,0.00656104,0.00844998,0.00350674,0.00735897,0.00239861,0.00414926,0.0065376,0.0109542,0.0085007,0.0080436,0.00845531,0.00752746,0.00339702
1642,0.0096649,0.00402746,0.00691288,0.00602051,0.00609954,0.00334618,0.00379563,0.00262643,0.00504951,0.00616977,0.00833999,0.00275625,0.00164439,0.00248071,0.00954698,0.00660981,0.00846398,0.00345905,0.00706551,0.00235308,0.00429657,0.00654514,0.0112024,0.0085306,0.00797622,0.00843792,0.00752043,0.00337717
1643,0.0096138,0.00384441,0.00676309,0.00575383,0.00610801,0.00303617,0.0031447,0.00215016,0.00467802,0.00617749,0.00785015,0.00273392,0.0015333,0.00241164,0.00982399,0.00662395,0.00849246,0.00350535,0.00682587,0.00237457,0.00440316,0.00667855,0.01138,0.00855626,0.00793514,0.00848744,0.00754495,0.00334179
1644,0.00951628,0.00367247,0.00642894,0.00553675,0.00583682,0.00246864,0.00262609,0.0015701,0.00450296,0.0062742,0.00756467,0.00255133,0.00144527,0.00236964,0.00992019,0.00679628,0.008598,0.00355271,0.00661964,0.00227123,0.00459399,0.00677283,0.0116411,0.00851898,0.00781513,0.00848145,0.00760826,0.00333372
1645,0.00929238,0.00345899,0.00609021,0.00543469,0.00588171,0.00184502,0.00208531,0.00110951,0.00462284,0.00637713,0.00751298,0.00241096,0.00125592,0.00226184,0.0100495,0.00698162,0.0087255,0.00360182,0.00631889,0.00218727,0.00479445,0.0068712,0.0118575,0.00849891,0.00775972,0.00857029,0.00770608,0.00340158
1646,0.00907185,0.00316717,0.00571015,0.00563578,0.00569431,0.00151745,0.00175349,0.000786141,0.00490319,0.0066033,0.00756039,0.00234892,0.00107049,0.00221452,0.0102224,0.00714592,0.00882511,0.00372263,0.0059979,0.00205974,0.00492164,0.00705184,0.0120999,0.00852943,0.00764593,0.00860645,0.00782265,0.00338068
1647,0.00893461,0.00291981,0.00543904,0.00593082,0.00594957,0.00147936,0.00151049,0.000842632,0.00540069,0.00684366,0.00757912,0.00235158,0.00106083,0.0021192,0.0105314,0.00743237,0.0088246,0.00384819,0.00567996,0.00194117,0.00507007,0.00722024,0.0123624,0.00847826,0.00764161,0.00864257,0.00795757,0.00334579
1648,0.00891322,0.00257734,0.00511942,0.00631496,0.00575569,0.00148526,0.00149145,0.00106621,0.00598549,0.00713315,0.00756949,0.00244286,0.00110855,0.00204426,0.0108307,0.00743743,0.00883433,0.00392158,0.00538914,0.0018321,0.00521766,0.00724207,0.012671,0.00825745,0.00763252,0.00863331,0.00800227,0.0032625
1649,0.00883065,0.00231726,0.00471061,0.00671316,0.00532299,0.00167736,0.00161052,0.00133878,0.0068208,0.00734205,0.00768178,0.00245352,0.00101679,0.00191506,0.0110816,0.00724402,0.00891076,0.00391545,0.00511878,0.00171277,0.00543763,0.00719155,0.0129757,0.00809214,0.00750845,0.00864232,0.00797983,0.00326734
1650,0.00868237,0.00221728,0.00444509,0.00691063,0.00550181,0.00179161,0.0019142,0.00162848,0.00762096,0.00749922,0.00792773,0.00245874,0.000917041,0.00185152,0.0114373,0.00719784,0.00903086,0.00403518,0.00487757,0.00155671,0.005688,0.00714206,0.0132437,0.00803403,0.00745139,0.00874406,0.00801501,0.00340833
1651,0.00868651,0.00187097,0.00423569,0.0069495,0.00550343,0.00178666,0.00195013,0.00170284,0.00823598,0.00764936,0.00816646,0.00234394,0.000834625,0.00181628,0.0117575,0.00721321,0.00906257,0.00412363,0.0046662,0.00139655,0.00581416,0.00713025,0.0134818,0.00793629,0.00732754,0.00872416,0.00809003,0.00335489
1652,0.00891085,0.00142633,0.00402832,0.00707613,0.0054049,0.00202672,0.00216313,0.00182819,0.00854583,0.00771881,0.00838913,0.00226882,0.000815988,0.00178248,0.0121214,0.00728612,0.00900105,0.00419898,0.0045342,0.0012364,0.00596742,0.00713733,0.0136553,0.00781971,0.00713073,0.00869186,0.00819624,0.00318158
1653,0.00896827,0.00130263,0.00383035,0.00722804,0.00558534,0.00229995,0.00269683,0.00207218,0.00863067,0.00756707,0.00854245,0.00229198,0.000854969,0.00176626,0.0125417,0.007372,0.00894965,0.004236,0.00443992,0.00107198,0.00615547,0.00716918,0.0138912,0.00772208,0.00691051,0.00867098,0.00823018,0.00314703
1654,0.00896922,0.00131553,0.00370131,0.00736352,0.00587162,0.00237914,0.00291716,0.00234531,0.00849651,0.00737481,0.00869045,0.00233844,0.000849528,0.00183135,0.0126558,0.00737547,0.00880532,0.00426328,0.00439951,0.00105631,0.00630667,0.00709108,0.0141275,0.00756928,0.00664174,0.00865948,0.00812555,0.0032337
1655,0.00908394,0.0011646,0.00368545,0.00741758,0.0059982,0.002395,0.00291183,0.00240924,0.0081488,0.00713657,0.00884486,0.00244746,0.000887102,0.00199101,0.0127308,0.00738076,0.00864524,0.00428119,0.00429868,0.00114073,0.0064524,0.00694263,0.0142871,0.00742629,0.00642578,0.00855615,0.00780487,0.0033776
1656,0.00926922,0.00103057,0.00384338,0.00715753,0.00611375,0.00227454,0.00284528,0.00228605,0.00783448,0.00679104,0.00899315,0.00234464,0.000946788,0.00214826,0.0129217,0.00740212,0.00844962,0.00436206,0.00426366,0.00133178,0.00642559,0.00678627,0.0143753,0.00733518,0.00626029,0.00844185,0.0075926,0.003513
1657,0.00926906,0.00100804,0.00420758,0.00674544,0.00630748,0.00216512,0.00289827,0.0022387,0.0075198,0.00640971,0.00883616,0.00229151,0.000982552,0.00221392,0.0132751,0.00753005,0.00831412,0.00445846,0.00439498,0.0016875,0.0065703,0.006598,0.0144484,0.00728918,0.00609737,0.00822506,0.00739944,0.00367222
1658,0.00937463,0.00106454,0.00453093,0.00641714,0.00637271,0.0021291,0.00294218,0.00213671,0.00737618,0.00597193,0.00867375,0.00221589,0.00106741,0.00234308,0.0136494,0.00774872,0.00811612,0.00456299,0.00454519,0.00199471,0.00661533,0.0065005,0.014452,0.00726429,0.00591084,0.00813167,0.00712034,0.00396636
1659,0.00935055,0.00121381,0.00485674,0.00612928,0.00656363,0.00212629,0.0029884,0.00205448,0.00708083,0.00558544,0.00856694,0.00215614,0.00122534,0.00249747,0.0138258,0.00789034,0.0078392,0.00468224,0.00470696,0.00229697,0.00655207,0.00634905,0.0144253,0.00722312,0.00559604,0.00798576,0.00675042,0.00417891
1660,0.0093002,0.0015874,0.00532843,0.00581025,0.00680921,0.00210078,0.00291696,0.00190353,0.0065711,0.00529397,0.00833636,0.00235715,0.00135916,0.00263993,0.013812,0.00764172,0.00755629,0.0048302,0.0050256,0.0026637,0.0064446,0.00611904,0.0144349,0.0071128,0.0053282,0.00755769,0.00633206,0.00398914
1661,0.00928618,0.00186108,0.00554675,0.00544122,0.00684686,0.00195513,0.00297396,0.00185312,0.00619438,0.00490869,0.00818335,0.0024636,0.001401,0.00271189,0.0136766,0.00743926,0.00722621,0.00493047,0.00524755,0.00283849,0.00643627,0.00592395,0.0143355,0.00699131,0.00512923,0.00694082,0.00605805,0.0033751
1662,0.00929852,0.00197683,0.00531798,0.00520829,0.00696852,0.00184452,0.00318236,0.00186623,0.00632386,0.00454752,0.00795113,0.00242671,0.00151825,0.00268914,0.0134444,0.00739701,0.00686368,0.00500607,0.00544176,0.00301018,0.00644776,0.00583866,0.014136,0.0068141,0.00494486,0.00649395,0.00566966,0.00317233
1663,0.00917436,0.00223128,0.00505891,0.00515968,0.00774648,0.00193653,0.00340198,0.00199808,0.00639614,0.00420405,0.0076603,0.00236442,0.00163251,0.00256921,0.0131553,0.00753664,0.00643202,0.00519819,0.00586458,0.0032846,0.00641942,0.00557386,0.0139929,0.00661188,0.00464826,0.00608481,0.00512066,0.00328772
1664,0.00923137,0.00243249,0.00462839,0.00494269,0.0081414,0.00226399,0.00364276,0.00217605,0.0061185,0.00397105,0.0072702,0.00231226,0.00174858,0.00253739,0.0128495,0.00766571,0.00592869,0.0054174,0.00615641,0.00347288,0.00634548,0.00529158,0.0138115,0.00641211,0.004364,0.00574666,0.00462595,0.00338296
1665,0.0094744,0.00236163,0.00420375,0.00472126,0.00842744,0.0028116,0.00363261,0.00239022,0.00624702,0.00383011,0.00723572,0.00246302,0.00175883,0.00283839,0.0125629,0.00774216,0.00543726,0.00564419,0.00626786,0.00364014,0.00614869,0.00505249,0.0135056,0.00625941,0.00428588,0.00535742,0.00399352,0.00351544
1666,0.00985687,0.00188445,0.00415546,0.00450953,0.00851934,0.00355256,0.00375743,0.00262429,0.00644247,0.00395051,0.00763069,0.00287305,0.00184476,0.00347577,0.0121165,0.00769604,0.00513057,0.00579109,0.00633935,0.00379341,0.0060912,0.00481005,0.0131571,0.00606459,0.00425675,0.00462375,0.00338137,0.00375575
1667,0.0102767,0.00199403,0.00449709,0.00442643,0.00848588,0.00452791,0.00424675,0.00290185,0.00667265,0.00421967,0.00798966,0.00375188,0.00220616,0.00407002,0.0115498,0.00782027,0.00457732,0.00596546,0.00665668,0.00389992,0.00576937,0.00454007,0.0128048,0.00568308,0.00405515,0.0040469,0.00309213,0.00386846
1668,0.0106626,0.00283356,0.00496061,0.00424986,0.00839374,0.00540109,0.00518052,0.00343053,0.006972,0.00424308,0.00820227,0.00443959,0.00261205,0.0044256,0.0112419,0.00782272,0.00395613,0.00622585,0.00695057,0.00410992,0.00546771,0.00414344,0.0124269,0.00532723,0.00364263,0.00357824,0.00284788,0.00393912
1669,0.0108073,0.00352326,0.00541705,0.00405818,0.00828252,0.00559142,0.00637778,0.00434789,0.00738031,0.00392051,0.00807961,0.00450422,0.00259168,0.0046367,0.0110125,0.00779657,0.00337522,0.00626656,0.00685614,0.00436276,0.00513619,0.00367572,0.0119993,0.00496573,0.00332137,0.00330145,0.00251801,0.00403453
1670,0.0109169,0.00376958,0.00580446,0.00386501,0.00789815,0.00482182,0.00736875,0.0052672,0.00782756,0.00326072,0.00791146,0.00399717,0.00227095,0.00462525,0.0108167,0.00792237,0.0029864,0.0060006,0.00669087,0.0044769,0.00480201,0.00330519,0.0116085,0.00450574,0.00308067,0.00334684,0.0023134,0.00401471
1671,0.0109191,0.0036954,0.00597756,0.00415483,0.00752151,0.00329648,0.0079757,0.00569727,0.00836016,0.0023961,0.00769255,0.00315619,0.0018038,0.00441636,0.0104892,0.00799517,0.00296979,0.00591313,0.00660549,0.0044993,0.0045106,0.00307806,0.0112329,0.00417026,0.00279807,0.00307422,0.00264744,0.00406213
1672,0.0107576,0.0034365,0.00608995,0.00469044,0.0074082,0.0021417,0.00800501,0.00553021,0.00879423,0.00177437,0.00732973,0.00237758,0.00126629,0.00385983,0.0100235,0.00795438,0.00321877,0.00592975,0.00650687,0.0046531,0.00428731,0.00277463,0.0108835,0.00390407,0.00267084,0.00245035,0.00367724,0.00434488
1673,0.0105239,0.00331633,0.00610253,0.00508918,0.00719749,0.00180953,0.00761044,0.00476914,0.00890274,0.00151913,0.00681128,0.00186189,0.00106227,0.00334713,0.00956499,0.00784433,0.00327198,0.00599764,0.00664376,0.00483505,0.00415945,0.00247858,0.0105025,0.00368813,0.00278112,0.00218709,0.00428596,0.00446769
1674,0.0104701,0.00342986,0.00608694,0.00542899,0.0071498,0.00186958,0.0066677,0.00387327,0.00830981,0.00186518,0.00638576,0.00180888,0.00141238,0.00320587,0.00893694,0.00769912,0.00318521,0.00598932,0.00657085,0.00491741,0.00411002,0.00238887,0.0100287,0.00350022,0.00289638,0.00223242,0.00447005,0.00437218
1675,0.0105321,0.00396605,0.00588901,0.00552068,0.00723143,0.00202986,0.00549146,0.00300789,0.00736657,0.00256833,0.00614581,0.00210827,0.00163188,0.00359612,0.00823178,0.00746507,0.0030548,0.00602534,0.00647036,0.00501904,0.0041452,0.00246235,0.00956958,0.00329492,0.00300492,0.00257416,0.00423483,0.00439984
1676,0.0105518,0.00476214,0.00567666,0.00559408,0.00726579,0.00258714,0.00437426,0.0020637,0.00666355,0.00316949,0.00617033,0.00270754,0.00185311,0.0040501,0.00759041,0.0071642,0.00304163,0.00618065,0.00663781,0.0051338,0.00421351,0.00262398,0.00912763,0.00317194,0.00308803,0.00304149,0.003963,0.00453225
1677,0.0103558,0.00547857,0.00547868,0.00577767,0.00714256,0.00318804,0.00363107,0.00171305,0.00632211,0.00363197,0.00631127,0.00313486,0.00202067,0.00433391,0.00712484,0.00696556,0.00329203,0.00649426,0.00702363,0.00520541,0.00431644,0.00283098,0.00870846,0.00333928,0.00298882,0.00352643,0.00406647,0.00452594
1678,0.0102237,0.00604073,0.00532766,0.00604759,0.00707326,0.0034946,0.00352093,0.00235271,0.00601971,0.00403868,0.00659373,0.00335233,0.0020288,0.00429018,0.00677767,0.00692464,0.00366445,0.00708009,0.0072754,0.00536484,0.00452626,0.00316827,0.00828379,0.00345492,0.00365756,0.00430692,0.00432878,0.00432759
1679,0.0101232,0.00661039,0.00517525,0.00632599,0.00703141,0.0036354,0.00358292,0.0030634,0.0057579,0.00450947,0.00687483,0.00354779,0.00203392,0.00413955,0.00640241,0.0069638,0.0039259,0.00763921,0.00730753,0.00558945,0.00466752,0.00351648,0.008006,0.00381378,0.00367359,0.00527609,0.00466294,0.00453504
1680,0.00995357,0.00727404,0.00499869,0.00673353,0.00699305,0.00373546,0.00382635,0.00363691,0.0057655,0.00491175,0.00725203,0.00375376,0.00208971,0.00406238,0.00630995,0.00708868,0.00413252,0.00824856,0.00738908,0.00576241,0.00468856,0.00389166,0.00774678,0.00418536,0.00434553,0.0063134,0.00510965,0.00465323
1681,0.00968196,0.00782808,0.00477536,0.00707964,0.00688853,0.00396263,0.00394456,0.00404171,0.00590484,0.00521621,0.0073512,0.00393332,0.00217877,0.00406703,0.00644369,0.00736603,0.0042656,0.008716,0.00758536,0.00593647,0.0046413,0.00421345,0.00734716,0.00436268,0.00571111,0.00712314,0.00537358,0.00441767
1682,0.00948797,0.00819406,0.00440099,0.0069757,0.00677714,0.00405594,0.00403946,0.0042973,0.00607967,0.00530859,0.00720933,0.00391144,0.00222966,0.00408374,0.00670878,0.00780558,0.00435706,0.00878953,0.00766049,0.00608452,0.00463769,0.00444297,0.0071256,0.00458996,0.00659933,0.00773932,0.00551235,0.00488808
1683,0.00945694,0.00834106,0.00400522,0.00676273,0.00659547,0.00425607,0.00412133,0.00435662,0.00646396,0.00519345,0.00703722,0.00370803,0.00217577,0.00400732,0.00724241,0.00828679,0.00441134,0.00870782,0.0077589,0.0060209,0.00479788,0.00462789,0.00720539,0.005002,0.00689697,0.00823741,0.00585274,0.00551897
1684,0.00937333,0.00844102,0.00366057,0.00658842,0.0063366,0.00439936,0.00431428,0.00453511,0.00646676,0.00503975,0.00680089,0.00356417,0.00206553,0.00395433,0.00787976,0.00863364,0.00423838,0.00878558,0.00794643,0.00584766,0.00495134,0.00471926,0.00728478,0.00538582,0.00715651,0.00902624,0.00650669,0.00547906
1685,0.00911416,0.00860889,0.00336039,0.00618771,0.00610718,0.00441572,0.00451268,0.00483907,0.00630341,0.00480281,0.00651572,0.00340065,0.00192466,0.0039613,0.00863914,0.00887132,0.00409102,0.00884132,0.00807848,0.00560325,0.00517857,0.00476143,0.00733295,0.00580769,0.00748056,0.00992399,0.0068934,0.0051608
1686,0.00891558,0.00874351,0.00312729,0.00557899,0.00586979,0.00440086,0.00473261,0.00500282,0.00649904,0.00473037,0.00620869,0.00319124,0.00183121,0.00393622,0.00933545,0.00909884,0.00391222,0.00884507,0.00813789,0.00535529,0.00523663,0.00462228,0.00751564,0.00638968,0.00786604,0.0103133,0.0068091,0.00520865
1687,0.00885351,0.00876739,0.0030023,0.00497872,0.00575274,0.00452396,0.00464991,0.00503347,0.00706839,0.00488676,0.00596318,0.00301537,0.00182133,0.00395312,0.0100445,0.00916006,0.00334038,0.00878039,0.00814831,0.00521368,0.00511943,0.00425331,0.00790331,0.00705309,0.0083619,0.00950651,0.00647123,0.00580119
1688,0.00882829,0.00871375,0.00293534,0.00480185,0.00568919,0.00464057,0.00438044,0.00487852,0.00771038,0.00512921,0.00563207,0.00288696,0.00188018,0.00404335,0.0107116,0.00881438,0.00302665,0.00888407,0.00832756,0.00537915,0.0052882,0.00406677,0.00841539,0.00758171,0.00889236,0.00925573,0.00602786,0.00634152
1689,0.00858849,0.00847936,0.00292081,0.00465064,0.0055034,0.00461159,0.00395968,0.00446544,0.00817772,0.00523729,0.00535977,0.00281805,0.00187934,0.00406926,0.0114483,0.00825504,0.00298836,0.00901618,0.00834519,0.00583483,0.00539704,0.00399962,0.00902741,0.00803927,0.00933949,0.00873691,0.00594881,0.00682539
1690,0.00814225,0.00828577,0.00298399,0.0044693,0.00515486,0.00449239,0.00354903,0.00392738,0.00844295,0.00526635,0.00519973,0.00279744,0.00180127,0.00408818,0.0122427,0.00758903,0.00306197,0.00919865,0.00805848,0.00639958,0.0055117,0.00416562,0.00967534,0.00848803,0.00974589,0.00779757,0.0059368,0.00722913
1691,0.00773265,0.0081351,0.00306034,0.00441708,0.00502272,0.00435335,0.00309113,0.00321738,0.00838056,0.00522596,0.00510609,0.00282145,0.00175048,0.00419717,0.0128951,0.00702722,0.00328328,0.00946959,0.00787793,0.00696626,0.00578128,0.00464401,0.0104959,0.00889435,0.0101645,0.00711747,0.00605506,0.00691683
1692,0.00745582,0.00811836,0.00308346,0.00445263,0.00510754,0.00431126,0.00330298,0.00280128,0.00827829,0.00541803,0.00527308,0.00299814,0.00184683,0.00423112,0.0133041,0.0066467,0.00343024,0.009732,0.00781358,0.00736937,0.00607811,0.00529125,0.0113429,0.00929815,0.0105757,0.00591851,0.00609612,0.00594709
