time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
1.25,0.0701374,0.050982,-0.0137538,1.00108,1.0092,-0.279089,0.416683,-0.175327,-0.207162,0.754587,0.0323187,0.0272976,-0.0028653,-0.141139,0.120977,0.0445855,0.123613,0.198112,-0.044863,0.00226426,-0.188141,-0.0240526,-0.0614809,-0.0900117,-0.148732,-0.369524,0.798584,0.428688,0.00180393,0.00287048,0.113782,-0.248113,0.0200427,0.992725,0.947085,-0.000125259,-0.00320579,0.0478592,-0.524739,0.563607,1.10006,-0.070493,-0.0242282,-0.0678894,0.826136,-2.27817,-6.45715,0.28071,1.42673e-10,1.86023e-12,-1.80257,-0.600649,0.623933,-0.787579,0.735097,4.55656e-11,2.45252e-11,-0.326011,0.648264,-0.823269,-0.24262,0.261769,-1.02742,-0.12578,-2.39166,5.74877e-12,-1.28109e-13,0.784727,-0.392391,0.543532,1.93825,0.201892,9.02598e-14,3.01452e-13,-2.96645,-0.221793,-0.278445,-1.32415,-4.21074,-2.0084,2.23351,-2.05369,0.262739,3.44803,1.48284,-0.420082,-0.135609,15.8671,-60.3335,-4.51322,3.54197,-62.4762,8.4148,-0.109898,4.07961,-0.463988,2.82909,2.33801,-1.9962,-0.39868,1.89027,-0.0250772,0.16201,-0.0786954,-0.600556,-0.659618,-0.00609219,1.08019,-0.00419967,0.0745191,-0.0266673,-6.21006,1.92278,-6.89814,0.787968,-2.66778,1.45166,-8.28853,9.64336,0.357564,-32.2387,-12.6841,-1.42673e-08,-1.86023e-10,9.36837,-0.297353,-10.5276,6.75906,5.9792,-4.55656e-09,-2.45252e-09,9.25019,-4.00966,6.93469,4.73184,1.87069,-2.72912,-7.7097,-24.0303,-5.74877e-10,1.28109e-11,-6.82419,1.03368,-3.17997,-5.61383,0.635681,-9.02598e-12,-3.01452e-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.911068,0,-0.324613,-0.0195885,-2.31675,-0.116721,5.77234,682.699,34.3953,0.000266368,0.04243,5.69595
1.26,0.069995,0.0459269,-0.0088075,1.01216,1.00823,-0.279186,0.415176,-0.166101,-0.229908,0.686792,0.0338574,0.0272976,-0.0028653,-0.158228,0.114941,0.0497721,0.116413,0.206061,-0.044863,0.00226426,-0.190477,-0.0179709,-0.0690201,-0.0919647,-0.145927,-0.380071,0.796555,0.402368,0.00180393,0.00287048,0.120947,-0.251934,0.02516,1.01155,0.949168,-0.000125259,-0.00320579,-0.0142414,-0.505511,0.494625,1.10794,-0.0971709,-0.00971163,-0.150775,0.922569,-2.27459,-6.77954,0.15387,0,0,-1.70889,-0.603623,0.518658,-0.719988,0.794889,0,0,-0.233509,0.608168,-0.753922,-0.195302,0.280476,-1.05471,-0.202877,-2.63196,0,0,0.716485,-0.382054,0.511732,1.88211,0.208249,0,0,-3.54673,0.234961,0.517784,-3.08474,-4.01282,-1.45911,-0.0487474,-2.53686,1.44394,4.59414,1.52769,-0.494974,-0.14338,18.0549,-61.3978,-5.40319,5.34913,-66.5014,8.68881,-0.110101,4.44285,1.06992,3.74164,2.33693,-1.76342,-0.263371,1.89208,-0.00199853,0.170146,-0.0531578,-0.420524,-0.730397,-0.0492585,1.10907,-0.00796585,0.0677276,-0.0303674,-6.38565,0.745898,-8.27995,0.911081,-2.55669,1.6206,-6.53416,14.1206,12.53,-27.341,-10.2043,0,0,9.93986,-1.26521,-12.1527,7.89054,6.48045,0,0,9.548,-2.87352,9.18505,3.81749,1.47562,-1.63401,-7.39005,-12.9995,0,0,-5.91845,1.71715,-2.10393,-7.93989,-0.108793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.914272,0,-0.324595,-0.0402181,-2.66372,-0.132704,10.5319,697.55,34.7511,0.000268589,0.0416165,6.37574
1.27,0.069214,0.0409464,-0.00468925,1.02333,1.007,-0.279121,0.413014,-0.155463,-0.251401,0.616262,0.0343757,0.0272976,-0.0028653,-0.174323,0.108778,0.0537434,0.110002,0.214658,-0.044863,0.00226426,-0.191857,-0.0121766,-0.0756408,-0.093536,-0.142975,-0.390781,0.793787,0.374749,0.00180393,0.00287048,0.12752,-0.255583,0.0300669,1.02957,0.951239,-0.000125259,-0.00320579,-0.0780979,-0.498052,0.411826,1.11705,-0.122738,0.00649433,-0.216116,1.06378,-2.14929,-7.05295,0.0518269,0,0,-1.60949,-0.616275,0.397131,-0.641083,0.859694,0,0,-0.138029,0.579433,-0.662071,-0.157127,0.295232,-1.07105,-0.276778,-2.76196,0,0,0.6573,-0.364883,0.490693,1.80272,0.207161,0,0,-3.61735,0.638379,1.30069,-2.99546,-1.07274,-0.386296,-2.94234,-2.65324,2.49809,6.08477,1.54025,-0.523058,-0.151042,21.1716,-62.3382,-6.26888,6.87259,-70.9061,8.9642,-0.110822,4.94487,2.40027,4.60425,2.35915,-1.54166,-0.113946,1.92443,0.0262919,0.182326,-0.025823,-0.176447,-0.778623,-0.0929788,1.16572,-0.0118829,0.0635417,-0.0366166,-5.55153,-0.296845,-9.07731,1.06452,-2.28976,1.74307,-5.87999,17.3949,26.4179,-20.8346,-6.56763,0,0,9.58724,-2.04196,-13.422,9.13551,6.79534,0,0,8.74842,-1.83002,10.7911,2.86643,1.02364,0.0971299,-6.71633,0.610751,0,0,-4.82471,2.38912,-1.05519,-10.0766,-0.959041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.917517,0,-0.324512,-0.0635974,-2.97741,-0.146623,15.2603,714.437,35.1824,0.000269196,0.0400505,5.04553
1.28,0.0678778,0.0359362,-0.00147872,1.0346,1.00555,-0.278882,0.410265,-0.143086,-0.270252,0.54365,0.0342372,0.0272976,-0.0028653,-0.189459,0.102411,0.0563725,0.104505,0.223934,-0.044863,0.00226426,-0.192362,-0.00656523,-0.0811824,-0.0948206,-0.13992,-0.401482,0.790348,0.34719,0.00180393,0.00287048,0.133611,-0.258993,0.0348683,1.04659,0.953215,-0.000125259,-0.00320579,-0.133613,-0.50102,0.321052,1.1277,-0.145635,0.0239251,-0.274916,1.23772,-1.88511,-7.26129,-0.0138493,0,0,-1.51362,-0.636695,0.262911,-0.549728,0.927647,0,0,-0.0505444,0.561132,-0.55416,-0.128463,0.305468,-1.07008,-0.343941,-2.75585,0,0,0.609053,-0.340992,0.480141,1.70195,0.19757,0,0,-0.206993,0.0183086,1.80815,-2.15395,-7.8798,-6.2363,-6.04002,-1.78227,3.23956,7.75724,1.50612,-0.481767,-0.156865,25.5463,-63.2833,-7.08167,7.97615,-75.6585,9.23739,-0.109858,6.40029,1.96214,5.3153,2.39581,-1.23776,0.0574593,1.97301,0.0585358,0.197373,0.00354412,0.0252611,-0.847543,-0.142768,1.19239,-0.0161006,0.057589,-0.0423508,-3.82856,-1.14718,-9.23295,1.23113,-2.03661,1.72212,-6.04941,18.927,40.7831,-12.3919,-2.0641,0,0,8.55673,-2.47961,-14.2379,10.3853,6.71012,0,0,7.15726,-1.01574,11.6582,1.92864,0.507721,2.34422,-5.74549,15.8672,0,0,-3.63831,3.13762,-0.221452,-12.108,-1.7819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.920856,0,-0.324394,-0.0881477,-3.23284,-0.158098,19.9715,732.459,35.8201,0.000267005,0.0374882,10.4372
1.29,0.0661589,0.0308113,0.000808509,1.046,1.00389,-0.27847,0.406911,-0.128816,-0.285025,0.469797,0.0338923,0.0272976,-0.0028653,-0.20374,0.0957961,0.0575778,0.100046,0.233882,-0.044863,0.00226426,-0.192152,-0.00105548,-0.0855582,-0.0959124,-0.136814,-0.411949,0.786334,0.321219,0.00180393,0.00287048,0.139337,-0.262089,0.0396476,1.0624,0.955013,-0.000125259,-0.00320579,-0.171899,-0.512492,0.228723,1.14001,-0.166001,0.0411462,-0.33541,1.42699,-1.47728,-7.38521,-0.0344903,0,0,-1.42805,-0.661491,0.120532,-0.445875,0.994748,0,0,0.0210282,0.550975,-0.437578,-0.109176,0.310545,-1.04663,-0.401396,-2.59718,0,0,0.57267,-0.309615,0.477927,1.58087,0.179751,0,0,1.48635,-0.347675,2.81061,-2.87,-10.4013,-8.76585,-9.53425,0.00930426,3.6304,9.77229,1.41109,-0.359477,-0.159372,29.7219,-63.587,-7.83653,9.03088,-80.6901,9.49942,-0.108744,7.25713,1.31807,6.0098,2.47612,-1.08274,0.192951,2.0558,0.0898937,0.214412,0.0271619,0.175437,-0.835297,-0.171201,1.21186,-0.0195886,0.0524514,-0.0458391,-1.82203,-1.7217,-8.57545,1.34966,-1.68257,1.65471,-6.66183,18.3306,53.6759,-1.70277,2.78249,0,0,7.18826,-2.53084,-14.4444,11.7003,6.14101,0,0,5.02376,-0.424005,11.6804,1.1229,-0.0583372,4.75097,-4.60477,30.8471,0,0,-2.47934,4.00674,0.243294,-13.9911,-2.28355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.924352,0,-0.324264,-0.111968,-3.41301,-0.167168,24.6276,750.696,36.7688,0.000261964,0.0338301,14.2651
1.3,0.0642577,0.0255142,0.00223819,1.05754,1.00206,-0.277893,0.402891,-0.112713,-0.29443,0.395775,0.0338256,0.0272976,-0.0028653,-0.217302,0.0889281,0.0573387,0.0967577,0.244443,-0.044863,0.00226426,-0.191439,0.00441187,-0.0887659,-0.0968918,-0.133715,-0.42194,0.781859,0.298332,0.00180393,0.00287048,0.144816,-0.264784,0.0444512,1.07681,0.956582,-0.000125259,-0.00320579,-0.190119,-0.529709,0.142969,1.15351,-0.182827,0.0576933,-0.402029,1.6103,-0.940522,-7.40224,-0.00666544,0,0,-1.35617,-0.686799,-0.0239127,-0.328871,1.05616,0,0,0.0712657,0.546735,-0.320774,-0.0979472,0.309962,-0.999125,-0.447444,-2.28871,0,0,0.547877,-0.269548,0.48036,1.44096,0.156916,0,0,-0.414813,2.1226,4.1734,-3.20379,-8.90475,-7.96739,-13.3727,3.06053,3.64973,12.1561,1.23506,-0.157448,-0.155841,33.2304,-63.8615,-8.51387,10.1441,-85.9461,9.7322,-0.107407,6.4179,1.68863,6.57326,2.59185,-1.12301,0.266615,2.14665,0.114289,0.229182,0.0414672,0.33157,-0.732433,-0.17545,1.23661,-0.0215245,0.0489068,-0.0472443,-0.0542549,-1.90008,-7.09648,1.41752,-1.27585,1.51591,-7.15176,15.4564,62.7564,11.4609,7.2717,0,0,6.00876,-2.30032,-13.9147,13.2367,5.15316,0,0,2.74616,0.0650526,10.7282,0.565052,-0.639683,6.71039,-3.4751,42.7175,0,0,-1.50635,4.97132,0.313163,-15.5813,-2.05405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.928064,0,-0.324113,-0.133627,-3.51318,-0.173799,29.2294,768.466,38.0165,0.000255176,0.0325955,13.2338
1.31,0.062351,0.0200271,0.00295823,1.06922,1.0001,-0.277165,0.398155,-0.0950646,-0.29756,0.322899,0.0344861,0.0272976,-0.0028653,-0.230262,0.0818301,0.0557081,0.0947926,0.25552,-0.044863,0.00226426,-0.190452,0.00988573,-0.0909009,-0.0978148,-0.130679,-0.43126,0.777037,0.279716,0.00180393,0.00287048,0.150144,-0.266983,0.0492861,1.08966,0.957946,-0.000125259,-0.00320579,-0.190662,-0.54871,0.0720037,1.16768,-0.195586,0.0728524,-0.473546,1.76486,-0.312958,-7.28763,0.0660515,0,0,-1.29608,-0.709802,-0.16306,-0.196505,1.10769,0,0,0.0987273,0.547385,-0.213492,-0.0922967,0.303565,-0.932021,-0.482195,-1.86153,0,0,0.532813,-0.219835,0.483491,1.28514,0.136375,0,0,-3.10875,7.51771,5.91081,-2.61716,-6.54259,-6.36336,-16.767,7.10591,3.37865,14.6542,0.974181,0.0980706,-0.143972,36.4824,-64.3893,-9.10274,11.1705,-91.4071,9.93724,-0.10551,4.87416,3.10021,7.07777,2.72845,-1.30818,0.289497,2.23858,0.13087,0.241995,0.0477366,0.466801,-0.605448,-0.171753,1.26823,-0.0223582,0.0464859,-0.0483248,1.18356,-1.52775,-4.91761,1.42717,-0.885543,1.26848,-6.63759,10.3108,66.056,27.3103,10.8735,0,0,5.6326,-1.69136,-12.7095,15.1716,3.84573,0,0,0.855633,0.322454,8.91785,0.240724,-1.23886,8.14614,-2.41583,50.6984,0,0,-0.834815,5.89559,0.15238,-16.7676,-1.28416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.931999,0,-0.323913,-0.152732,-3.54209,-0.177639,33.8749,785.608,39.399,0.000248645,0.0317129,13.8299
1.32,0.0605628,0.0143872,0.00318651,1.08104,0.998059,-0.276309,0.392756,-0.0763848,-0.294084,0.252753,0.036234,0.0272976,-0.0028653,-0.24266,0.0745629,0.0528066,0.0943447,0.266981,-0.044863,0.00226426,-0.189379,0.0153918,-0.092144,-0.0987137,-0.127767,-0.439766,0.771974,0.266171,0.00180393,0.00287048,0.155389,-0.268591,0.0541363,1.10084,0.959181,-0.000125259,-0.00320579,-0.178826,-0.563987,0.0228276,1.18195,-0.204441,0.0855372,-0.539922,1.86797,0.347602,-7.01453,0.174787,0,0,-1.23976,-0.726716,-0.290155,-0.0447886,1.14615,0,0,0.107284,0.55061,-0.124313,-0.0898895,0.291176,-0.85056,-0.506353,-1.35455,0,0,0.524465,-0.160879,0.485015,1.11747,0.123534,0,0,-5.06645,13.9224,7.61686,-1.80607,-4.85625,-5.22665,-19.4985,10.9654,2.97468,17.0923,0.633281,0.349632,-0.122319,39.6408,-65.1717,-9.58879,12.0257,-97.0645,10.1267,-0.103107,3.42798,5.02806,7.48211,2.85258,-1.59445,0.265745,2.32548,0.137953,0.252807,0.0462755,0.548622,-0.518696,-0.171279,1.30489,-0.022569,0.0450219,-0.0498792,1.8163,-0.656566,-2.3191,1.37199,-0.534628,0.910964,-4.60433,3.36445,62.2148,45.6292,13.3297,0,0,6.2549,-0.758649,-11.0768,17.5331,2.35789,0,0,-0.404955,0.306648,6.47907,0.180369,-1.85188,8.98861,-1.49314,53.5783,0,0,-0.578962,6.63255,-0.104716,-17.4309,-0.300023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.936101,0,-0.323625,-0.16936,-3.51167,-0.178008,38.6983,802.408,40.6744,0.000242726,0.0309537,18.2122
1.33,0.0589562,0.00868166,0.00318287,1.09299,0.995961,-0.275363,0.386897,-0.0573687,-0.284386,0.187171,0.0393148,0.0272976,-0.0028653,-0.254432,0.0672199,0.0487973,0.0956501,0.278679,-0.044863,0.00226426,-0.188347,0.0209286,-0.0927392,-0.0995946,-0.125041,-0.447372,0.766761,0.257983,0.00180393,0.00287048,0.160576,-0.269537,0.058976,1.11027,0.960386,-0.000125259,-0.00320579,-0.160663,-0.570553,-0.000363361,1.19567,-0.209787,0.0946468,-0.585965,1.90162,0.96975,-6.55823,0.308084,0,0,-1.17721,-0.734302,-0.400922,0.130543,1.16973,0,0,0.103234,0.553676,-0.0595225,-0.0880858,0.272658,-0.760673,-0.521284,-0.818764,0,0,0.518675,-0.0945535,0.483968,0.94316,0.120534,0,0,-5.88611,18.6537,8.52561,-1.05814,-3.9155,-4.44015,-21.7153,12.8497,2.52213,19.3227,0.233108,0.519547,-0.0910407,42.7284,-66.15,-9.95387,12.6525,-102.915,10.3193,-0.100535,2.51114,6.89889,7.67987,2.94571,-1.94125,0.199686,2.40717,0.134193,0.261931,0.0374972,0.576756,-0.518819,-0.183927,1.34967,-0.0227947,0.0445635,-0.0529013,1.94813,0.532549,0.297451,1.26589,-0.209084,0.474616,-0.974597,-4.50534,50.9499,65.5605,14.6228,0,0,7.67237,0.317912,-9.39786,20.1308,0.78313,0,0,-1.03974,0.0733875,3.73345,0.439046,-2.46399,9.21519,-0.747458,50.3236,0,0,-0.827049,7.09164,-0.464073,-17.482,0.563163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.940287,0,-0.323225,-0.183779,-3.43477,-0.174423,43.8388,819.334,41.6069,0.000239297,0.0307066,22.1689
1.34,0.0575443,0.00302939,0.00320898,1.10508,0.993842,-0.274369,0.380939,-0.038803,-0.269594,0.128145,0.043858,0.0272976,-0.0028653,-0.265437,0.0599087,0.0438483,0.0989687,0.290454,-0.044863,0.00226426,-0.187419,0.0264727,-0.0929611,-0.100432,-0.122561,-0.454058,0.761473,0.254828,0.00180393,0.00287048,0.16568,-0.269773,0.0637692,1.11795,0.961648,-0.000125259,-0.00320579,-0.141182,-0.565228,0.00261115,1.20833,-0.211878,0.099393,-0.595711,1.85656,1.47925,-5.90263,0.454311,0,0,-1.10048,-0.731123,-0.494901,0.331851,1.17756,0,0,0.0928368,0.55441,-0.0221879,-0.0836953,0.248018,-0.668522,-0.528759,-0.315528,0,0,0.510405,-0.0236371,0.479327,0.76834,0.126165,0,0,-5.49513,19.5314,7.90575,-0.319145,-3.29382,-3.65671,-23.4929,11.3365,1.95229,21.1733,-0.187957,0.548179,-0.0525065,45.7448,-67.2849,-10.1806,12.9539,-108.922,10.5308,-0.0982858,2.25694,8.23014,7.58598,2.98963,-2.30229,0.100686,2.48307,0.119934,0.269712,0.0227233,0.564087,-0.626792,-0.215984,1.40409,-0.0239182,0.0449385,-0.0580342,1.85915,1.72808,2.49856,1.13615,0.122323,0.0130432,3.76398,-12.1049,33.4802,85.4224,14.8148,0,0,9.31588,1.22083,-8.10856,22.5648,-0.82539,0,0,-1.30063,-0.188128,1.09875,0.98146,-3.05858,8.88215,-0.0909773,40.9312,0,0,-1.57947,7.26801,-0.974005,-16.9153,0.824983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.944458,0,-0.322714,-0.196224,-3.32699,-0.167128,49.3514,836.755,42.0336,0.000238606,0.0310605,22.327
1.35,0.0563184,-0.00245008,0.00348495,1.11727,0.991736,-0.273374,0.375359,-0.0214479,-0.251453,0.0776608,0.0498826,0.0272976,-0.0028653,-0.27551,0.0527195,0.0380885,0.104544,0.302147,-0.044863,0.00226426,-0.18662,0.031998,-0.0930731,-0.10117,-0.120386,-0.459855,0.756177,0.255766,0.00180393,0.00287048,0.170626,-0.269283,0.0684651,1.12394,0.962992,-0.000125259,-0.00320579,-0.12259,-0.547947,0.0275967,1.21969,-0.210655,0.0995234,-0.558072,1.73552,1.81405,-5.04841,0.602459,0,0,-1.00732,-0.718915,-0.575986,0.557498,1.1693,0,0,0.0798305,0.552529,-0.0112004,-0.0738807,0.217432,-0.5797,-0.529669,0.0937833,0,0,0.49461,0.0490429,0.469587,0.599188,0.134415,0,0,-3.73061,15.5808,5.46173,0.602622,-2.6352,-2.39906,-24.4927,5.9564,1.13676,22.3741,-0.576724,0.417013,-0.011076,48.6568,-68.4385,-10.2342,12.8054,-115.01,10.7893,-0.0967444,2.55385,8.78153,7.16645,2.96969,-2.62225,-0.00795855,2.55376,0.099468,0.27709,0.00562372,0.527654,-0.827627,-0.267361,1.4633,-0.0267603,0.0454231,-0.0650049,1.69811,2.75549,4.02099,1.00925,0.46536,-0.41897,8.97158,-18.4968,12.3403,103.005,13.9454,0,0,10.7167,1.80379,-7.30195,24.3925,-2.49325,0,0,-1.34412,-0.410883,-1.14526,1.62309,-3.61862,8.40869,0.686114,27.6507,0,0,-2.77388,7.20975,-1.71823,-15.8613,0.01988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.94851,0,-0.322132,-0.206504,-3.19558,-0.156484,55.2354,854.753,41.8563,0.000241863,0.0314331,17.3082
1.36,0.0552623,-0.007654,0.00416302,1.12957,0.989676,-0.27242,0.370675,-0.0059424,-0.232079,0.0374772,0.0573017,0.0272976,-0.0028653,-0.284512,0.0457107,0.0315984,0.112558,0.313591,-0.044863,0.00226426,-0.185956,0.0374822,-0.0932996,-0.101747,-0.118574,-0.464811,0.750949,0.259469,0.00180393,0.00287048,0.175294,-0.268072,0.0729891,1.12835,0.964338,-0.000125259,-0.00320579,-0.105609,-0.520392,0.0678066,1.22979,-0.206001,0.0953337,-0.468356,1.55055,1.93745,-4.01836,0.741914,0,0,-0.900158,-0.700877,-0.649006,0.801424,1.14437,0,0,0.0663893,0.54842,-0.0226531,-0.0576499,0.181246,-0.495613,-0.522808,0.37029,0,0,0.466871,0.12114,0.452405,0.440574,0.134614,0,0,-0.871658,7.35817,1.59782,0.3808,-2.31365,-0.097149,-24.3407,-2.37549,0.0705017,22.6676,-0.8803,0.162951,0.0279531,51.127,-69.3549,-10.0904,12.1855,-121.063,11.0979,-0.0963716,3.14748,8.58358,6.46487,2.86576,-2.84979,-0.1001,2.61147,0.0794109,0.284173,-0.00955393,0.443426,-1.07871,-0.325257,1.50816,-0.0311495,0.0450112,-0.0713574,1.65034,3.34656,4.77079,0.906765,0.81123,-0.760376,13.4877,-22.7996,-8.74867,115.519,11.6562,0,0,11.2794,1.83874,-6.96138,25.1264,-4.18015,0,0,-1.40599,-0.392802,-2.80549,2.13629,-4.11761,8.24571,1.74299,14.4647,0,0,-4.34445,6.97725,-2.69158,-14.5043,-1.92481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.952347,0,-0.321514,-0.214498,-3.04099,-0.143024,61.5844,873.094,41.0634,0.000249668,0.0319275,7.93492
1.37,0.0543713,-0.0125233,0.00531816,1.14196,0.987697,-0.271543,0.36734,0.0072831,-0.213579,0.0088455,0.0658864,0.0272976,-0.0028653,-0.292385,0.0388858,0.0244122,0.123085,0.324617,-0.044863,0.00226426,-0.185433,0.0429271,-0.0938067,-0.10211,-0.117173,-0.468942,0.745895,0.264618,0.00180393,0.00287048,0.179529,-0.266162,0.077244,1.1313,0.965492,-0.000125259,-0.00320579,-0.0891057,-0.486926,0.115514,1.23885,-0.197889,0.08773,-0.333479,1.32255,1.84997,-2.86317,0.858475,0,0,-0.787364,-0.68249,-0.71862,1.05269,1.10257,0,0,0.0523293,0.544492,-0.0507079,-0.036287,0.14007,-0.413156,-0.505378,0.514937,0,0,0.423427,0.190913,0.425489,0.295531,0.115366,0,0,-0.222259,-0.0320654,-2.82189,-3.01393,-3.93427,-1.72162,-23.4781,-10.4759,-1.03624,22.1616,-1.07252,-0.117711,0.0595211,52.1549,-70.7169,-9.74587,11.2915,-126.919,11.394,-0.0971996,2.65451,8.53162,5.7158,2.70085,-2.90127,-0.145699,2.62944,0.0635602,0.287535,-0.0176935,0.276612,-1.38382,-0.389942,1.50113,-0.0364691,0.0398296,-0.0737231,1.61717,3.45654,4.88305,0.841619,1.11062,-1.0297,16.0939,-24.4266,-25.9419,120.408,7.40514,0,0,10.6185,1.12838,-6.97182,24.4109,-5.90255,0,0,-1.61986,0.107664,-3.84215,2.39316,-4.50913,8.51807,3.0538,3.71815,0,0,-6.24103,6.61013,-3.83489,-13.0308,-4.50144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.955885,0,-0.320872,-0.219619,-2.85359,-0.127595,68.5841,891.139,39.8462,0.000260884,0.032094,5.96152
