time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.64,0.0560668,-0.0239281,0.0597419,0.24449,1.01833,-0.225205,-0.0504388,0.0689482,-0.150501,0.179884,0.172632,0.0272976,-0.0028653,0.4158,-0.110971,-0.122765,0.992794,0.0423311,-0.044863,0.00226426,-0.15641,0.0411249,-0.0208417,0.0235483,-0.198715,-0.111423,0.808599,0.929078,0.00180393,0.00287048,-0.0973672,-0.205538,-0.110019,0.847791,0.956784,-0.000125259,-0.00320579,-0.105438,0.458507,-0.409338,1.1394,-0.0169208,0.037527,-1.86818,-0.290626,0.555309,-1.19912,0.568392,0,0,1.14812,0.89404,-0.634501,-4.68874,0.686029,0,0,-0.0826727,-0.632514,0.557779,0.760265,-0.190935,0.287423,1.38619,-0.123075,0,0,-1.08769,-0.235206,-1.17016,-0.120195,0.0805129,0,0,-2.13761,-3.5886,-4.91452,-0.0164265,-0.0867765,0.138693,19.2087,-44.9643,-3.8264,-16.3594,-44.3994,1.91069,-0.0537332,1.92134,0.228147,-0.737744,0.170289,1.26217,-0.337825,-0.230528,-3.09493,-3.30498,-4.66415,0.336647,-1.13707,-0.273754,1.49944,-0.00904394,0.119393,-0.125007,2.05194,-0.408367,0.0964245,1.93429,0.00614151,0.170299,-0.101292,0.605876,-7.28223,-0.691266,-0.161755,-2.7396,-0.703794,2.87668,5.47722,0.230686,4.32301,3.17133,2.59613e-08,1.02114e-10,-20.9828,-5.79204,-1.20028,-48.8794,-6.28108,-6.50743e-09,1.18463e-09,-1.6284,9.50988,0.207157,-2.96758,-3.5489,-2.16087,11.1769,0.391501,1.46927e-10,-1.83039e-10,4.28955,5.29844,3.80185,-1.6429,-0.399552,3.22903e-12,1.46059e-10,0,0,1,0,0.180891,0,-0.168621,-0.10991,4.36546,-0.189633,-15.1912,603.374,-26.2102,0,0,0,0,0,0,0,0,0,0.000179301,0.0296175,6.45189
0.65,0.055073,-0.0200712,0.0555794,0.255868,1.01788,-0.2249,-0.0688329,0.0665897,-0.144925,0.168325,0.178633,0.0272976,-0.0028653,0.425183,-0.10261,-0.12923,0.941019,0.0485633,-0.044863,0.00226426,-0.1574,0.0357508,-0.0152432,0.0308542,-0.200979,-0.108764,0.823578,0.927886,0.00180393,0.00287048,-0.107815,-0.20736,-0.12134,0.846425,0.957549,-0.000125259,-0.00320579,-0.0993791,0.385684,-0.416251,1.13778,-0.0443169,0.030489,-1.83941,-0.235854,0.557616,-1.15589,0.600105,2.59613e-10,1.02114e-12,0.938292,0.836119,-0.646504,-5.17753,0.623218,-6.50743e-11,1.18463e-11,-0.0989568,-0.537415,0.559851,0.730589,-0.226424,0.265815,1.49796,-0.11916,1.46927e-12,-1.83039e-12,-1.04479,-0.182222,-1.13215,-0.136624,0.0765173,3.22903e-14,1.46059e-12,-1.18726,-2.83213,-4.82197,-0.124597,-0.468229,0.941441,19.663,-45.1649,-4.59609,-14.1628,-46.8955,1.94803,-0.0541862,1.55179,-0.610094,-0.274039,0.2375,1.35175,-0.413594,-0.243765,-1.8832,-3.26416,-4.4531,0.264093,-1.11065,-0.310908,1.43228,-0.0145495,0.104912,-0.120592,1.96996,-0.37355,0.102284,1.9181,0.0054502,0.168996,-0.0998245,0.751192,-7.46194,-0.675986,0.0943575,-2.69507,-0.677512,1.75179,5.73743,-0.486072,3.46933,3.47143,-2.59613e-08,-1.02114e-10,-22.8577,-5.62621,0.460403,-50.6624,-7.30272,6.50743e-09,-1.18463e-09,-1.11126,9.59643,0.504754,-3.42047,-2.69419,-4.41727,8.91858,-0.574721,-1.46927e-10,1.83039e-10,4.0794,5.61053,3.70534,-2.20589,-0.416871,-3.22903e-12,-1.46059e-10,0,0,1,0,0.184203,0,-0.168203,-0.0873309,4.61493,-0.203587,-11.4589,605.534,-26.7131,0,0,0,0,0,0,0,0,0,0.000184014,0.0296961,5.81403
0.66,0.0541544,-0.0169606,0.0513493,0.267255,1.01717,-0.224663,-0.0870519,0.0648049,-0.139398,0.157113,0.184981,0.0272976,-0.0028653,0.43228,-0.0948115,-0.135649,0.884177,0.0540652,-0.044863,0.00226426,-0.1585,0.0313363,-0.00959418,0.0378181,-0.203513,-0.106548,0.83945,0.926637,0.00180393,0.00287048,-0.117855,-0.208621,-0.132291,0.844838,0.958273,-0.000125259,-0.00320579,-0.0918672,0.311065,-0.42301,1.13872,-0.0712675,0.0237139,-1.8219,-0.17848,0.552755,-1.1212,0.63482,0,0,0.709715,0.779857,-0.6419,-5.68416,0.550191,0,0,-0.110069,-0.441451,0.564898,0.696384,-0.253366,0.221642,1.58714,-0.124907,0,0,-1.004,-0.126116,-1.09509,-0.158683,0.0723486,0,0,-0.180711,-1.54035,-4.66262,-0.85674,-0.020245,1.00246,20.487,-45.8368,-5.40993,-12.1702,-49.6371,1.95817,-0.0544685,0.866464,-2.02561,0.489696,0.424674,1.46625,-0.516914,-0.261668,-0.453156,-3.57574,-4.31304,0.253728,-1.12194,-0.36019,1.38434,-0.020066,0.0900472,-0.118473,1.9327,-0.38222,0.0950767,1.91459,0.00415867,0.167606,-0.100695,0.826424,-6.95862,-0.558509,0.349706,-2.60947,-0.65755,0.86264,5.21255,-1.31495,2.87155,3.72891,0,0,-24.7147,-4.41547,3.72243,-52.4294,-7.60506,0,0,-0.51735,8.8495,0.518349,-3.60324,-1.68137,-6.42506,6.16477,-1.14714,0,0,3.90001,5.64693,3.49274,-2.75063,-0.503345,0,0,0,0,1,0,0.187413,0,-0.167783,-0.060984,4.92054,-0.2228,-7.57799,611.436,-27.6856,0,0,0,0,0,0,0,0,0,0.000189894,0.0297687,5.0877
0.67,0.0533183,-0.0145458,0.0470633,0.278677,1.0162,-0.224492,-0.105185,0.0635413,-0.134002,0.146188,0.191702,0.0272976,-0.0028653,0.436906,-0.0874544,-0.141695,0.822093,0.0588066,-0.044863,0.00226426,-0.159653,0.0278067,-0.00389337,0.0444216,-0.206214,-0.104974,0.855938,0.925273,0.00180393,0.00287048,-0.127505,-0.209318,-0.142893,0.842976,0.958946,-0.000125259,-0.00320579,-0.0836029,0.241479,-0.428595,1.14222,-0.0973622,0.0171384,-1.81327,-0.126354,0.539606,-1.09249,0.672109,0,0,0.462568,0.735703,-0.604675,-6.20845,0.47414,0,0,-0.115243,-0.352956,0.570082,0.660352,-0.270179,0.157391,1.64879,-0.136378,0,0,-0.964998,-0.0696472,-1.06016,-0.186189,0.0673152,0,0,0.964168,-0.357645,-4.31263,-0.930234,-0.098365,1.08445,21.8678,-47.0724,-6.26339,-10.3431,-52.6495,1.9564,-0.0541615,-0.147942,-3.71908,1.40496,0.836177,1.59804,-0.63185,-0.284131,0.922845,-4.40027,-4.27454,0.319849,-1.17908,-0.419628,1.35723,-0.0253135,0.0754502,-0.118536,1.96747,-0.407558,0.0881659,1.92728,0.00300351,0.167822,-0.102738,0.908827,-5.90517,-0.21205,0.606399,-2.49866,-0.645576,0.322341,4.00707,-2.28498,2.82736,3.89723,0,0,-26.332,-2.34054,8.99212,-53.3727,-7.19327,0,0,0.041268,7.39583,0.139996,-3.51096,-0.6277,-7.87786,3.04844,-1.49909,0,0,3.81568,5.38298,3.4178,-3.25763,-0.702583,0,0,0,0,1,0,0.190425,0,-0.167348,-0.0277492,5.27971,-0.246614,-3.2654,621.294,-29.0205,0,0,0,0,0,0,0,0,0,0.00019721,0.0297053,4.65912
0.68,0.0525732,-0.0127215,0.0427562,0.29016,1.01497,-0.224385,-0.123285,0.0626785,-0.128834,0.135546,0.198813,0.0272976,-0.0028653,0.438899,-0.0803315,-0.146843,0.754671,0.0628287,-0.044863,0.00226426,-0.160801,0.0250167,0.00182145,0.050674,-0.208979,-0.104188,0.87273,0.92376,0.00180393,0.00287048,-0.136774,-0.209476,-0.153153,0.840789,0.959549,-0.000125259,-0.00320579,-0.0745147,0.182427,-0.430716,1.14828,-0.122349,0.0106826,-1.81005,-0.0862833,0.516756,-1.06421,0.711081,0,0,0.199248,0.712297,-0.514754,-6.74218,0.402207,0,0,-0.11483,-0.278998,0.571482,0.625242,-0.276456,0.0786128,1.67927,-0.151369,0,0,-0.926841,-0.0158174,-1.02599,-0.218765,0.0602894,0,0,1.88472,-0.49768,-3.74791,-0.854401,0.121635,1.11024,23.7986,-48.9692,-7.14242,-8.62667,-55.9442,1.94875,-0.0531452,-1.58473,-5.21944,2.26141,1.61945,1.73116,-0.73404,-0.309825,2.03662,-6.14322,-4.37707,0.446381,-1.26276,-0.486363,1.34678,-0.0302392,0.0609172,-0.120078,2.06788,-0.444253,0.0860141,1.94787,0.00216997,0.169254,-0.104553,1.00295,-4.51585,0.452586,0.843015,-2.35897,-0.649788,0.260807,2.31446,-3.49257,3.60091,3.99268,0,0,-27.3591,0.250232,16.2692,-52.4708,-6.32902,0,0,0.499773,5.42448,-0.690988,-3.14278,0.462863,-8.83375,-0.392316,-1.68267,0,0,3.9025,4.88847,3.4608,-3.84971,-0.943051,0,0,0,0,1,0,0.193175,0,-0.16691,0.0147453,5.67634,-0.273755,1.64994,635.158,-30.632,0,0,0,0,0,0,0,0,0,0.000204719,0.0297128,4.45243
0.69,0.0519283,-0.0113488,0.0384943,0.301727,1.01351,-0.224343,-0.141359,0.0620471,-0.124016,0.125264,0.206323,0.0272976,-0.0028653,0.438155,-0.0731835,-0.150364,0.682002,0.0662178,-0.044863,0.00226426,-0.161899,0.0227692,0.00746717,0.0566122,-0.211697,-0.104285,0.889484,0.922078,0.00180393,0.00287048,-0.145652,-0.209145,-0.163066,0.838216,0.960058,-0.000125259,-0.00320579,-0.0644851,0.137268,-0.42619,1.15671,-0.145938,0.00418477,-1.80744,-0.0631387,0.48183,-1.0282,0.751008,0,0,-0.0743426,0.714799,-0.352062,-7.26689,0.338917,0,0,-0.109832,-0.224753,0.564572,0.593815,-0.271828,-0.00972472,1.67535,-0.168196,0,0,-0.887816,0.0330673,-0.991379,-0.257262,0.0508589,0,0,1.68866,-1.48327,-3.03799,-0.851609,0.203973,1.42823,26.1025,-51.1973,-8.04921,-6.91699,-59.5571,1.93525,-0.0514078,-3.49083,-6.09833,2.85631,2.87851,1.84377,-0.796096,-0.335972,2.34269,-8.21992,-4.58352,0.613753,-1.34232,-0.551897,1.3362,-0.0346961,0.0457714,-0.120909,2.21639,-0.491517,0.0842957,1.9662,0.00149424,0.170026,-0.105547,0.981644,-2.95569,1.38918,1.0323,-2.21296,-0.67125,0.868491,0.42661,-4.97771,5.38145,4.0787,0,0,-27.2711,2.79884,24.927,-48.5102,-5.3862,0,0,0.862285,3.23004,-1.91636,-2.47188,1.6291,-9.49209,-4.12543,-1.62492,0,0,4.17963,4.2777,3.44824,-4.63052,-1.07259,0,0,0,0,1,0,0.195709,0,-0.166493,0.0673308,6.09713,-0.30295,7.20925,652.833,-32.4375,0,0,0,0,0,0,0,0,0,0.00021111,0.0299628,4.13373
0.7,0.0513816,-0.0102717,0.0343713,0.313398,1.01183,-0.224369,-0.159347,0.0614584,-0.119695,0.11552,0.214241,0.0272976,-0.0028653,0.434685,-0.0657556,-0.151392,0.604482,0.0690684,-0.044863,0.00226426,-0.162912,0.0208447,0.0129212,0.0623031,-0.214253,-0.105332,0.905825,0.920233,0.00180393,0.00287048,-0.154112,-0.208387,-0.172635,0.83518,0.960459,-0.000125259,-0.00320579,-0.0546687,0.107711,-0.412298,1.16704,-0.168068,-0.00252773,-1.79875,-0.0588726,0.432053,-0.974388,0.791795,0,0,-0.347053,0.742788,-0.102793,-7.75199,0.285055,0,0,-0.10121,-0.192452,0.545408,0.569096,-0.255537,-0.104646,1.6341,-0.184445,0,0,-0.84602,0.0758442,-0.956896,-0.303568,0.0401329,0,0,1.0645,-1.9374,-2.46391,-0.664211,-0.0502181,1.84473,28.8689,-53.1169,-8.97746,-5.22108,-63.5223,1.9189,-0.0490273,-5.44681,-5.92072,3.01269,4.56004,1.91396,-0.789877,-0.35889,1.88114,-9.63957,-4.75443,0.795964,-1.38183,-0.59504,1.31957,-0.0379126,0.0324525,-0.118759,2.37048,-0.57548,0.0765605,1.97937,0.000913294,0.169385,-0.106199,0.998092,-1.31236,2.34798,1.15525,-2.05486,-0.706763,2.00901,-1.35605,-6.38877,8.09837,4.10809,0,0,-25.7863,4.64112,33.5814,-40.2695,-4.64447,0,0,0.921591,1.10083,-3.21953,-1.55544,2.74349,-9.67352,-7.80128,-1.55595,0,0,4.64644,3.51772,3.69108,-5.54077,-1.24524,0,0,0,0,1,0,0.198131,0,-0.166116,0.129262,6.53085,-0.333057,13.3373,673.854,-34.3648,0,0,0,0,0,0,0,0,0,0.000215241,0.0297178,3.84763
0.71,0.0509348,-0.00932585,0.0304831,0.325184,1.00995,-0.224464,-0.177134,0.0607341,-0.116013,0.106586,0.22257,0.0272976,-0.0028653,0.428635,-0.0578636,-0.149061,0.522935,0.0714545,-0.044863,0.00226426,-0.163832,0.0190302,0.0180534,0.0678385,-0.216534,-0.107345,0.921386,0.918233,0.00180393,0.00287048,-0.162107,-0.207277,-0.181835,0.831591,0.960736,-0.000125259,-0.00320579,-0.0446877,0.0945879,-0.388818,1.17859,-0.188617,-0.00959536,-1.77866,-0.0724332,0.368165,-0.893405,0.832876,0,0,-0.604916,0.789199,0.233021,-8.15468,0.238611,0,0,-0.0919937,-0.181444,0.513213,0.553541,-0.228102,-0.201381,1.55608,-0.200004,0,0,-0.799556,0.111021,-0.919986,-0.358975,0.0276805,0,0,0.71787,-2.42571,-2.39399,-0.462623,-0.103435,2.1071,32.03,-54.5438,-9.89719,-3.5383,-67.8932,1.91258,-0.046196,-7.07601,-4.19002,2.67187,6.57259,1.91454,-0.697794,-0.37359,0.914873,-10.4383,-4.85424,0.969569,-1.35678,-0.604297,1.3022,-0.0394258,0.0229759,-0.113238,2.48536,-0.722494,0.0586594,1.98271,0.000387414,0.167043,-0.10667,1.06438,0.146025,3.19736,1.19387,-1.87824,-0.746998,3.60595,-2.69329,-7.46252,11.54,4.00901,0,0,-22.4275,5.19639,40.5352,-26.5737,-4.03544,0,0,0.678996,-0.677821,-4.40559,-0.480931,3.72273,-9.30903,-11.1389,-1.5714,0,0,5.23156,2.59922,4.33078,-6.45956,-1.52002,0,0,0,0,1,0,0.200604,0,-0.165784,0.198539,6.95626,-0.362516,19.9095,697.574,-36.3531,0,0,0,0,0,0,0,0,0,0.000216694,0.0293001,4.0982
0.72,0.0505943,-0.00836537,0.0269146,0.337089,1.00787,-0.224635,-0.19456,0.0597404,-0.113078,0.0988058,0.231299,0.0272976,-0.0028653,0.420344,-0.049452,-0.142678,0.438731,0.0734371,-0.044863,0.00226426,-0.164684,0.017148,0.0227449,0.0733258,-0.218442,-0.11029,0.935832,0.916076,0.00180393,0.00287048,-0.16958,-0.205907,-0.190602,0.827355,0.960861,-0.000125259,-0.00320579,-0.034044,0.0960482,-0.356845,1.19053,-0.207399,-0.0170653,-1.7426,-0.099366,0.29354,-0.778005,0.872966,0,0,-0.829191,0.841163,0.638372,-8.42042,0.198256,0,0,-0.0852037,-0.188222,0.469157,0.548732,-0.190874,-0.294471,1.44469,-0.215718,0,0,-0.74724,0.137014,-0.876678,-0.423571,0.0124803,0,0,-1.14891,-1.48129,-3.07855,-0.366647,-0.141457,0.937485,34.9393,-54.9097,-10.7841,-1.70978,-72.709,1.94029,-0.0432546,-8.60944,-1.16253,1.9982,8.9192,1.81196,-0.526094,-0.37376,-1.2063,-9.89522,-4.75202,1.09988,-1.22902,-0.55931,1.2676,-0.0385026,0.0178682,-0.100957,2.52567,-0.969458,0.0162452,1.97312,-0.000648953,0.161182,-0.108161,0.949733,1.27791,3.95212,1.133,-1.69544,-0.811158,5.57313,-3.26767,-8.04944,15.379,3.72965,0,0,-16.7456,4.12511,44.0927,-6.67749,-3.11869,0,0,0.243155,-1.80036,-5.40111,0.615955,4.52078,-8.41072,-13.9715,-1.648,0,0,5.84836,1.55592,5.3497,-7.26869,-1.86518,0,0,0,0,1,0,0.203284,0,-0.165487,0.272447,7.36151,-0.390661,26.7639,723.158,-38.3766,0,0,0,0,0,0,0,0,0,0.000215085,0.0290137,3.74499
0.73,0.0503489,-0.0072771,0.0237414,0.349108,1.00563,-0.224887,-0.211428,0.05842,-0.110948,0.0925636,0.240402,0.0272976,-0.0028653,0.410377,-0.0406278,-0.131885,0.353859,0.0751078,-0.044863,0.00226426,-0.165511,0.0150857,0.0268964,0.0788748,-0.219899,-0.114076,0.948882,0.913754,0.00180393,0.00287048,-0.176467,-0.204381,-0.198834,0.822392,0.960799,-0.000125259,-0.00320579,-0.0245467,0.108827,-0.317324,1.20186,-0.224353,-0.0251769,-1.68687,-0.132043,0.213046,-0.624215,0.910262,0,0,-0.996647,0.882414,1.0793,-8.4872,0.167069,0,0,-0.0827722,-0.206226,0.415146,0.554892,-0.145667,-0.378578,1.30498,-0.232198,0,0,-0.688756,0.152573,-0.823181,-0.496258,-0.00617147,0,0,-2.03785,1.00678,-4.75368,-0.534909,0.0923802,0.693401,37.892,-54.4994,-11.6042,0.0725895,-77.9869,2.03875,-0.0406522,-9.63255,2.61261,1.24325,11.372,1.58837,-0.308088,-0.35415,-3.08834,-7.89238,-4.73229,1.10044,-1.07683,-0.484478,1.21247,-0.0360647,0.0153712,-0.0845563,2.53342,-1.27196,-0.0426569,1.98227,-0.00184543,0.155531,-0.113053,0.61632,1.91852,4.53344,0.980701,-1.49412,-0.855684,7.92652,-2.96654,-8.11782,19.2576,3.30399,0,0,-8.47295,1.5485,42.8874,19.2374,-1.32898,0,0,-0.0738715,-2.12892,-6.27363,1.59351,5.11128,-7.05231,-16.2331,-1.66418,0,0,6.41199,0.509725,6.48075,-7.84788,-2.15747,0,0,0,0,1,0,0.206286,0,-0.165222,0.3474,7.72158,-0.416352,33.7311,749.733,-40.426,0,0,0,0,0,0,0,0,0,0.000209434,0.0287287,5.34222
0.74,0.050165,-0.00599698,0.0210215,0.361224,1.00324,-0.225224,-0.227504,0.0568029,-0.109629,0.0882472,0.249835,0.0272976,-0.0028653,0.399563,-0.0316488,-0.116803,0.270911,0.0766456,-0.044863,0.00226426,-0.166346,0.0128106,0.0304205,0.084583,-0.220844,-0.118567,0.960309,0.911266,0.00180393,0.00287048,-0.182714,-0.202804,-0.206418,0.816645,0.960521,-0.000125259,-0.00320579,-0.0183835,0.128012,-0.271989,1.21167,-0.239295,-0.0337338,-1.60761,-0.161708,0.131868,-0.431639,0.943302,0,0,-1.08138,0.897899,1.50817,-8.29482,0.15378,0,0,-0.0835109,-0.227515,0.35241,0.570827,-0.0945538,-0.449101,1.14265,-0.24884,0,0,-0.624637,0.15767,-0.758373,-0.574737,-0.0277462,0,0,2.51469,-3.1213,-7.2304,-1.89246,0.945029,2.61963,41.7116,-55.5606,-12.29,1.33138,-83.6804,2.24837,-0.0387186,-9.7621,7.62258,0.509556,13.7599,1.22754,-0.060525,-0.311081,-2.25376,-8.37893,-5.18933,1.01034,-0.956447,-0.423222,1.2108,-0.0331093,0.0176082,-0.0745277,2.49781,-1.57177,-0.091142,2.00411,-0.00244576,0.154059,-0.118695,0.141772,1.62981,4.92918,0.762683,-1.2461,-0.834105,10.7486,-2.10614,-7.85499,22.8612,2.87306,0,0,2.10028,-1.93167,36.2114,49.6505,1.64033,0,0,0.142053,-1.93231,-7.04688,2.35071,5.50702,-5.37732,-17.902,-1.40862,0,0,6.7711,-0.331175,7.17075,-8.05595,-2.174,0,0,0,0,1,0,0.20963,0,-0.164981,0.418166,7.98031,-0.436533,40.687,776.475,-42.4741,0,0,0,0,0,0,0,0,0,0.000200996,0.0292363,8.92647
0.75,0.0499954,-0.00455387,0.0187945,0.373417,1.00072,-0.225645,-0.242506,0.0549752,-0.109096,0.0862169,0.259555,0.0272976,-0.0028653,0.38896,-0.022863,-0.0981,0.192928,0.0783474,-0.044863,0.00226426,-0.167167,0.0103422,0.0332399,0.0905264,-0.221239,-0.123596,0.969945,0.908636,0.00180393,0.00287048,-0.188283,-0.201261,-0.213284,0.810092,0.960026,-0.000125259,-0.00320579,-0.0169657,0.144311,-0.222697,1.21929,-0.251756,-0.0420748,-1.50012,-0.18277,0.0533178,-0.203027,0.972033,0,0,-1.06037,0.878582,1.87029,-7.79832,0.170183,0,0,-0.0820904,-0.246838,0.281941,0.594334,-0.0394836,-0.502875,0.963629,-0.262926,0,0,-0.556926,0.154358,-0.686666,-0.655296,-0.0494863,0,0,7.00429,-7.9934,-9.59033,-1.65532,0.114743,1.08743,45.4521,-57.3744,-12.8339,2.28184,-89.7294,2.61131,-0.0376804,-10.5654,10.5084,0.0697304,16.3053,0.742966,0.113816,-0.243759,-0.884172,-9.88505,-5.91644,0.867495,-0.846446,-0.363495,1.24298,-0.0296702,0.0238727,-0.0677086,2.47299,-1.90162,-0.144669,2.05153,-0.00333368,0.155276,-0.127298,-0.483183,1.02518,4.99001,0.563121,-0.950459,-0.808968,13.3945,-1.29538,-7.50635,25.8149,2.50728,0,0,13.2241,-5.3501,24.2886,81.2766,5.45777,0,0,0.636212,-1.54066,-7.55111,2.65714,5.68331,-3.61464,-18.7373,-1.06406,0,0,6.84667,-0.945003,7.47735,-7.75754,-2.06441,0,0,0,0,1,0,0.213306,0,-0.164761,0.480855,8.12089,-0.450436,47.5285,802.681,-44.5218,0,0,0,0,0,0,0,0,0,0.000193531,0.0295984,14.4522
0.76,0.0497774,-0.00300825,0.0170666,0.385666,0.998106,-0.226147,-0.256167,0.053018,-0.109313,0.0867682,0.269526,0.0272976,-0.0028653,0.379678,-0.0146122,-0.0769683,0.123072,0.080595,-0.044863,0.00226426,-0.167925,0.00771977,0.0353042,0.0967354,-0.221066,-0.128986,0.977708,0.905901,0.00180393,0.00287048,-0.193168,-0.199812,-0.219403,0.802763,0.959325,-0.000125259,-0.00320579,-0.0217976,0.154562,-0.172797,1.22492,-0.26126,-0.0501645,-1.36618,-0.195723,-0.0217457,0.0551224,0.997106,0,0,-0.928132,0.825081,2.11317,-6.98555,0.224761,0,0,-0.0757282,-0.262245,0.20643,0.620905,0.0173495,-0.539021,0.776255,-0.273567,0,0,-0.488459,0.144908,-0.611892,-0.732872,-0.0701304,0,0,9.07519,-10.2728,-10.4782,-2.03316,-0.948668,2.10853,48.5399,-60.2236,-13.2405,2.97624,-96.0493,3.12918,-0.0376203,-12.9855,9.92674,-0.245127,19.0972,0.187201,0.161125,-0.15914,0.76728,-10.4807,-6.80021,0.648927,-0.882382,-0.340142,1.29051,-0.0273272,0.0305281,-0.0657489,2.46044,-2.15365,-0.185845,2.14112,-0.00381462,0.161621,-0.138785,-1.10487,0.657206,4.4988,0.436528,-0.57274,-0.712863,15.3194,-1.25022,-7.47888,27.8581,2.20719,0,0,22.6649,-7.69659,8.48823,109.607,9.13797,0,0,1.27922,-1.37037,-7.61143,2.30385,5.64022,-2.01314,-18.6069,-0.690699,0,0,6.54804,-1.30678,7.39598,-6.83482,-1.86576,0,0,0,0,1,0,0.217287,0,-0.164571,0.532966,8.13872,-0.457581,54.2086,827.799,-46.5411,0,0,0,0,0,0,0,0,0,0.00019007,0.0297617,17.526
