Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
73,0.0167465,0.00470755,0.00805519,0.010301,0.0101849,0,0.00617882,0.00319318,0.00846269,0.00318776,0.0113341,0.00468716,0,0,0.0137902,0.0244624,0.0211005,0.0129377,0.00957971,0.00882143,0.00855955,0.010521,0.00951353,0.00618674,0.0113083,0.00850977,0,0.00781783,0.00249625,0.0109621,0.0006453,0,0,0.00702396,0.00908355,0.00263518,0.00813995,0.00555793,0.00802482,0.00440562,0.0127854,0.0156536,0.0224162,0.0227044,0.0161615,0.0150553,0.0105215,0.0111327,0.0136952,0.0123934,0.00701733
74,0.0165996,0.00525633,0.00832288,0.0104368,0.0102688,0,0.00649173,0.00377602,0.00832491,0.00312789,0.0110912,0.00454097,0,0,0.0136839,0.0244188,0.0213038,0.0132246,0.00994207,0.00848606,0.00934031,0.0105411,0.00959913,0.00607549,0.0110679,0.00851792,0,0.00768014,0.00280677,0.0107085,0.000659705,0,0,0.00690284,0.00879886,0.0028055,0.00848574,0.00542728,0.00767097,0.00409106,0.0127338,0.0155526,0.0219876,0.0223553,0.0161457,0.0142483,0.0101931,0.0105487,0.0128336,0.0115779,0.00675997
75,0.0164848,0.00487057,0.00841212,0.0105569,0.0102319,0,0.00673251,0.0037473,0.00822059,0.00310699,0.0109683,0.00440897,0,0,0.0136204,0.025148,0.0213992,0.0135088,0.0109996,0.00842752,0.0101649,0.0104767,0.00964653,0.00586998,0.0106434,0.00839247,0,0.00761231,0.00291602,0.0103797,0.00063096,0,0,0.0068118,0.00860413,0.00280314,0.00854211,0.00533819,0.00731121,0.00369067,0.0124907,0.0154208,0.0217049,0.022164,0.0161366,0.0137519,0.0099031,0.00997956,0.0120479,0.0110219,0.00653762
76,0.0164014,0.00403208,0.00846031,0.0106205,0.0101727,0,0.00693799,0.00348553,0.00813808,0.00311871,0.0108153,0.00424732,0,0,0.0136602,0.025888,0.021339,0.0137164,0.011664,0.00873497,0.0102512,0.0104447,0.00962334,0.00559634,0.0102552,0.00813561,0,0.00756882,0.00302021,0.0101107,0.000692717,0,0,0.00681478,0.00849899,0.00278587,0.00850087,0.00530669,0.00702177,0.00333531,0.01202,0.015277,0.0213666,0.0219087,0.0161413,0.0134429,0.0096713,0.00939458,0.0111748,0.0105528,0.00634659
77,0.0163441,0.00375138,0.00864047,0.0106603,0.0101889,0,0.00714895,0.00340848,0.00809179,0.00315356,0.0104203,0.00399025,0,0,0.0137771,0.0256295,0.0212796,0.013899,0.0111037,0.00920851,0.00960333,0.0104858,0.00957734,0.00530792,0.0100913,0.00791836,0,0.00760243,0.00317413,0.00998104,0.000986232,0,0,0.00680786,0.00834227,0.0029022,0.00862778,0.0053111,0.00676819,0.00305161,0.0115508,0.0151651,0.0208184,0.0212793,0.0160487,0.0129439,0.00936158,0.00869713,0.0102538,0.00975796,0.00615623
78,0.0162814,0.00390659,0.00889275,0.0106835,0.0101884,0,0.00730844,0.00346037,0.00802552,0.00317822,0.00983411,0.00351165,0,0,0.0139293,0.0250309,0.0212896,0.0140543,0.0100306,0.00976105,0.00839201,0.0105443,0.00954353,0.00509843,0.00994323,0.00780107,0,0.00766561,0.00333424,0.00989306,0.00129807,0,0,0.00672202,0.00819158,0.00307105,0.00887694,0.00528906,0.00643755,0.00277088,0.0112184,0.0150216,0.0202459,0.0203219,0.0158497,0.0120726,0.00886912,0.00793437,0.00927253,0.00867099,0.00594433
79,0.0161956,0.00370419,0.00907884,0.0106702,0.0101161,0,0.00720159,0.00347442,0.00783385,0.00315796,0.00932159,0.00292331,0,0,0.0140422,0.0250521,0.0211818,0.0140993,0.00948133,0.010474,0.0070073,0.0105795,0.0095012,0.00494114,0.00947689,0.00774312,0,0.00766746,0.00347885,0.00970464,0.00154127,0,0,0.00660526,0.00814003,0.0031528,0.00903036,0.00524802,0.00601788,0.0024924,0.0109483,0.0146455,0.019732,0.0193923,0.0156291,0.0109496,0.00834152,0.00716638,0.00814999,0.00755703,0.00573768
80,0.0161067,0.00309003,0.00917829,0.0106002,0.0100043,0,0.00673974,0.00343342,0.00750723,0.00311854,0.00900172,0.00257987,0,0,0.0140859,0.0252204,0.0208245,0.0139816,0.00958893,0.0114156,0.00574539,0.0105311,0.00938564,0.00473321,0.00885329,0.00777707,0,0.00768947,0.00364571,0.0094749,0.00175726,0,0,0.00650975,0.00808185,0.00306241,0.00904196,0.00522894,0.0055956,0.00227646,0.0106718,0.0140317,0.0191152,0.0185813,0.0153744,0.00980406,0.00818924,0.00650436,0.00702908,0.00648846,0.00557809
81,0.0160176,0.00258483,0.00923338,0.0104691,0.00986933,0,0.00623402,0.0034242,0.0071441,0.00310006,0.00877932,0.00248607,0,0,0.0141496,0.0246381,0.0203081,0.0137535,0.0100781,0.0125904,0.00466473,0.0103651,0.00918297,0.00446178,0.00846793,0.00788044,0,0.00785121,0.0038781,0.00938412,0.00196374,0,0,0.00640783,0.00793832,0.00294321,0.00909645,0.00521854,0.00519393,0.00211156,0.0104072,0.0135036,0.0182708,0.0177391,0.0150702,0.00882556,0.00855054,0.00600917,0.00614981,0.00561802,0.00549148
82,0.0159263,0.00233508,0.00925429,0.0103144,0.00973531,0,0.0059216,0.00350975,0.00678309,0.0030782,0.00856343,0.00241649,0,0,0.0142403,0.0234611,0.0196337,0.0134859,0.0107255,0.0138542,0.00385537,0.0103334,0.00897334,0.00417986,0.00820727,0.00787933,0,0.00795666,0.00413872,0.00940986,0.00218272,0,0,0.00623788,0.00775394,0.00295237,0.00922668,0.00519584,0.00477162,0.00195177,0.0101858,0.0132858,0.0173116,0.0168544,0.0147963,0.00807566,0.00900731,0.00564551,0.00555549,0.00517038,0.0054285
