Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
142,0.0157824,0.00552876,0.00791967,0.00184833,0.0125518,0,0.00811507,0.00560233,0.0055401,0.00427657,0.00796243,0.0067385,0,0,0.0205629,0.0119433,0.0101295,0.0225407,0.0145896,0.019553,0.0254154,0.0342386,0.02166,0.0176135,0.00281514,0.00329443,0.00599146,0.0103665,0,0.0144426,0.00645445,0.00806872,0.0101837,0,0,0.00640874,0.00833192,0.00574433,0.00623859,0.00326503,0.00584589,0.00649368,0.0270161,0.0183127,0.0161134,0.0134856,0.0228671,0.0149825,0.019769,0.0197853,0.0279627,0.0236216,0.0189769,0.0139599,0.00315996
143,0.0157735,0.00550253,0.00793917,0.00189153,0.0125624,0,0.008149,0.00559141,0.00554862,0.00428871,0.00793815,0.00670755,0,0,0.0205722,0.011929,0.0100881,0.0225092,0.0145904,0.0195391,0.0254032,0.0341982,0.0216858,0.0176284,0.00284271,0.00333011,0.00602736,0.0103739,0,0.0144364,0.00644444,0.00803494,0.0101826,0,0,0.00642031,0.00839832,0.00572758,0.00622125,0.00331125,0.0057925,0.0064805,0.0270818,0.0183382,0.0161153,0.0134841,0.0228467,0.0148026,0.0197929,0.0197862,0.0279299,0.023594,0.0189826,0.0139659,0.00319
144,0.0157345,0.00543356,0.00795739,0.00190556,0.0125911,0,0.008184,0.00555862,0.00554399,0.00429728,0.00790012,0.0066772,0,0,0.0206162,0.0119121,0.0101201,0.0225292,0.0145549,0.0195008,0.0254104,0.0341845,0.0216895,0.0176201,0.00283568,0.0033611,0.00607351,0.010345,0,0.0144429,0.00648913,0.00802355,0.0101811,0,0,0.00642445,0.00846838,0.0057417,0.00617183,0.00329703,0.00578655,0.00645188,0.027108,0.018368,0.0161151,0.0135174,0.0228443,0.0146315,0.0198242,0.0197792,0.0279291,0.0235677,0.0189639,0.0139579,0.0031818
145,0.0156867,0.00539568,0.00796168,0.00188617,0.0126125,0,0.00822064,0.00549208,0.00555216,0.00428581,0.00785894,0.00665609,0,0,0.0206213,0.0119043,0.0102067,0.0225402,0.0145252,0.0194615,0.0254148,0.0342069,0.021685,0.0176146,0.00281002,0.00336564,0.00608107,0.0102985,0,0.0144635,0.00649991,0.00802563,0.0102117,0,0,0.00641353,0.00846305,0.00576704,0.0061148,0.00326475,0.00582475,0.00643812,0.0270728,0.0183891,0.0161144,0.0135531,0.0228286,0.0146956,0.0198247,0.0197578,0.0279673,0.0235449,0.0189196,0.0139549,0.00315023
146,0.0156671,0.0054205,0.00796653,0.00188347,0.0126264,0,0.00825389,0.00545067,0.00557355,0.00426748,0.00784425,0.0066392,0,0,0.020504,0.0119087,0.0102661,0.0225115,0.0145175,0.0194639,0.0254055,0.0342481,0.0217044,0.0176332,0.00280613,0.00336059,0.00606027,0.01027,0,0.0144776,0.00643803,0.0080209,0.0102639,0,0,0.0064076,0.00843882,0.00578177,0.00608708,0.00326526,0.0058661,0.00643254,0.0270266,0.0183879,0.0161201,0.013588,0.0227714,0.0148626,0.019808,0.0197406,0.0280217,0.0235298,0.0189049,0.0139422,0.00314629
147,0.0156767,0.00547083,0.0079764,0.00190937,0.0126513,0,0.00825525,0.00544344,0.00556466,0.00426314,0.00785091,0.00662388,0,0,0.0203477,0.0119134,0.0102688,0.022497,0.0145416,0.019505,0.025433,0.0342739,0.0217385,0.0176296,0.00281409,0.00335811,0.00604085,0.0102515,0,0.0144762,0.00637815,0.00803307,0.010283,0,0,0.00640648,0.00844181,0.00578796,0.00608125,0.00327573,0.00588412,0.00642855,0.0270503,0.018371,0.0161314,0.0136317,0.0227277,0.014922,0.0197978,0.019719,0.0280151,0.0235305,0.0189072,0.01392,0.00316111
148,0.0156872,0.005472,0.00797033,0.00191955,0.0126704,0,0.00822653,0.00540532,0.00551514,0.00426795,0.00784599,0.00661675,0,0,0.0202933,0.0119141,0.0102476,0.0225079,0.0146057,0.0195519,0.0254956,0.0342782,0.0217515,0.0175778,0.00280103,0.00335374,0.00602894,0.0102416,0,0.0144638,0.00637447,0.00804618,0.0102599,0,0,0.00639892,0.00844917,0.00579663,0.00608497,0.00327895,0.00587063,0.0064428,0.027129,0.0183521,0.0161399,0.0136509,0.0227359,0.0149,0.019787,0.0196779,0.0279345,0.0235192,0.0188771,0.0139322,0.00315739
149,0.0156833,0.00538159,0.00793802,0.00190051,0.0126496,0,0.00821982,0.00534441,0.00549194,0.00427136,0.007827,0.00661593,0,0,0.0203086,0.011925,0.0102207,0.0225036,0.0146835,0.0195958,0.0255319,0.0343052,0.021733,0.0175211,0.00278405,0.00335245,0.00602817,0.0102549,0,0.0144511,0.00637965,0.00802815,0.0102409,0,0,0.00637834,0.00843953,0.00581589,0.00608636,0.00327211,0.00584632,0.006475,0.0271845,0.0183278,0.0161757,0.0136191,0.0227465,0.0149178,0.0197587,0.0196586,0.0278955,0.0234605,0.0188556,0.0139463,0.00313395
150,0.0156665,0.00525398,0.00789898,0.00188438,0.0126057,0,0.00825931,0.00532353,0.00551829,0.00426863,0.00781516,0.00661026,0,0,0.0202914,0.0119501,0.0101833,0.0224941,0.0147138,0.0196391,0.0255439,0.0343712,0.0217018,0.0174958,0.0027952,0.0033568,0.00603506,0.0102699,0,0.0144546,0.00633909,0.008011,0.010238,0,0,0.00635521,0.00843089,0.00583912,0.00605806,0.00323623,0.00584441,0.00650307,0.0272074,0.0182931,0.0162551,0.0135632,0.0227358,0.0149224,0.0197192,0.0196947,0.0279479,0.0233836,0.0188832,0.0138801,0.00310522
151,0.0156405,0.00518493,0.00787179,0.00187578,0.0125806,0,0.00830038,0.00530751,0.00552449,0.00425196,0.00781833,0.0066046,0,0,0.0202689,0.0119699,0.0101475,0.0225099,0.0146749,0.0196677,0.0255496,0.0344164,0.0216753,0.0175057,0.00281644,0.00335826,0.00603682,0.0102667,0,0.014467,0.00629641,0.00801582,0.0102181,0,0,0.00635403,0.00844838,0.00584166,0.00601392,0.00320391,0.00586351,0.00651264,0.0272073,0.0182621,0.0163091,0.0135222,0.0227406,0.0148876,0.0197008,0.0197204,0.0279933,0.0233476,0.0189114,0.0137732,0.00308604
152,0.0156147,0.00519219,0.0078542,0.00185341,0.0125787,0,0.00830508,0.00523057,0.00550061,0.00422982,0.00782414,0.00660663,0,0,0.0202829,0.0119713,0.0101314,0.0225298,0.0146262,0.019662,0.0255266,0.0343977,0.0216551,0.0175272,0.00281722,0.00335572,0.00603244,0.0102665,0,0.0144558,0.00631622,0.00800601,0.0101894,0,0,0.00637031,0.00847687,0.0058209,0.00599937,0.00322445,0.00587427,0.0065127,0.0271646,0.0182494,0.0163138,0.0135158,0.0227615,0.0149023,0.0197105,0.019679,0.0279788,0.0233494,0.0189248,0.013725,0.00309079
153,0.015601,0.00521856,0.00784322,0.00183303,0.0125838,0,0.00829547,0.00514106,0.00550935,0.0042287,0.00781704,0.00660462,0,0,0.0202792,0.0119653,0.0101337,0.0225234,0.0146186,0.0196263,0.0254976,0.0343634,0.0216418,0.0175202,0.00280629,0.00334982,0.00602072,0.0102717,0,0.0144208,0.00636571,0.00799209,0.0101966,0,0,0.00637572,0.00848361,0.00580197,0.00600321,0.00326125,0.00586854,0.00652293,0.0271256,0.0182511,0.0163433,0.0135359,0.0227804,0.0149197,0.0197134,0.0196482,0.0279693,0.0233554,0.0189582,0.0137305,0.00311193
154,0.015601,0.00522108,0.00784161,0.00184972,0.0125804,0,0.00830152,0.0051146,0.00552758,0.00425245,0.00779642,0.00659254,0,0,0.020249,0.0119675,0.0101371,0.0225078,0.0146367,0.0195955,0.0255111,0.0343745,0.0216524,0.0174915,0.00280297,0.00333782,0.00599986,0.0102624,0,0.0143974,0.00638728,0.00802734,0.0102264,0,0,0.00637223,0.00847654,0.00579777,0.00598387,0.00325706,0.00586994,0.00653633,0.0271464,0.0182563,0.016401,0.0135489,0.0227986,0.0148183,0.0197063,0.0196929,0.0279997,0.0233733,0.0189937,0.0137293,0.00312386
155,0.0156032,0.00519663,0.00783865,0.00189012,0.0125501,0,0.00831857,0.00513491,0.00550709,0.00427384,0.00777182,0.00658217,0,0,0.0202528,0.0119785,0.0101268,0.0225121,0.0146595,0.0195881,0.0255672,0.0344095,0.0216956,0.0174872,0.00280668,0.00333351,0.0059946,0.0102576,0,0.0143925,0.00639535,0.00807679,0.0102278,0,0,0.00638074,0.00848509,0.00580809,0.00596215,0.00322736,0.00588752,0.00652168,0.0271717,0.0182568,0.0164212,0.0135448,0.0227897,0.0146814,0.0197228,0.0197332,0.0280211,0.0233826,0.0190058,0.0137159,0.00312073
156,0.0155976,0.00516781,0.00782069,0.00190907,0.0125032,0,0.00833376,0.00515526,0.00551266,0.00427636,0.00775192,0.00658057,0,0,0.0202791,0.0119816,0.0101135,0.022524,0.0146745,0.01957,0.0256172,0.0344041,0.0217237,0.0175167,0.00281128,0.00334872,0.0060188,0.0102757,0,0.0143862,0.00640724,0.00807083,0.010203,0,0,0.0063971,0.00850525,0.00583001,0.00597145,0.00320734,0.0058979,0.00647917,0.0271406,0.0182521,0.0164105,0.0135503,0.0227445,0.0147,0.0197453,0.0197075,0.028012,0.0233311,0.0190134,0.0137222,0.00311578
157,0.0155873,0.00516307,0.00780015,0.00189667,0.0124782,0,0.00834455,0.00517004,0.00557909,0.00427175,0.00774716,0.00658694,0,0,0.0202774,0.0119639,0.0101201,0.0225177,0.0146577,0.019502,0.0255955,0.0343505,0.0216819,0.0175548,0.0028144,0.00336522,0.00604095,0.0102799,0,0.014384,0.00639062,0.00804874,0.0101803,0,0,0.00640538,0.00851106,0.00584828,0.00597165,0.00320956,0.00590235,0.00645276,0.0270922,0.0182524,0.0164079,0.0135866,0.0227418,0.0148335,0.0197347,0.0196768,0.0280126,0.023278,0.019013,0.0137424,0.00311503
158,0.015582,0.00517704,0.0077969,0.00187891,0.0124853,0,0.00834508,0.00518475,0.0056,0.00427243,0.00775663,0.00660089,0,0,0.0202664,0.0119389,0.0101368,0.0225088,0.0146314,0.0194232,0.0255171,0.034306,0.0216179,0.017569,0.00281401,0.00336763,0.00604363,0.0102538,0,0.0143986,0.00634147,0.00807774,0.0101633,0,0,0.00640153,0.00849397,0.00585293,0.00593625,0.00324634,0.00592686,0.00646563,0.0270828,0.0182645,0.016414,0.0136402,0.0228388,0.0148892,0.0197135,0.0196802,0.0280325,0.0233065,0.0189895,0.0137381,0.00312389
159,0.0155863,0.00518158,0.00780504,0.00187819,0.0125009,0,0.00833539,0.00519424,0.00552929,0.00427626,0.00775668,0.00661664,0,0,0.0202712,0.0119282,0.0101363,0.0225227,0.0146471,0.019434,0.0254751,0.0343144,0.0216199,0.0175513,0.00281203,0.0033603,0.00603717,0.0102378,0,0.0144145,0.00631432,0.0081272,0.010153,0,0,0.00638388,0.00846643,0.00585711,0.00591583,0.00330033,0.00595274,0.00648847,0.0271103,0.0182807,0.0164241,0.0136609,0.0229348,0.0148426,0.0197086,0.0196793,0.0280318,0.023343,0.0189934,0.0137106,0.00314755
160,0.0155959,0.00517507,0.00780892,0.00189034,0.0125113,0,0.00833434,0.00520076,0.00548187,0.00428183,0.00773835,0.00662705,0,0,0.0202649,0.011932,0.0101207,0.0225413,0.0146872,0.0195428,0.0254898,0.0343612,0.0216592,0.0175428,0.00281259,0.0033388,0.00600672,0.0102412,0,0.0144124,0.00633841,0.00813978,0.0101405,0,0,0.00634975,0.00844521,0.00586428,0.00592117,0.00332101,0.00594903,0.0064995,0.0271374,0.0182913,0.0164371,0.0136208,0.0229031,0.0148064,0.0197071,0.0196617,0.0280039,0.0233218,0.0190478,0.0136965,0.00316342
161,0.0156035,0.00517792,0.00779489,0.00191142,0.0125108,0,0.00832755,0.00520474,0.00550187,0.00427205,0.00774126,0.00663935,0,0,0.0202459,0.0119272,0.0101198,0.0225354,0.0146993,0.0196118,0.0255079,0.0344007,0.0216449,0.0175567,0.00281132,0.00332881,0.0059412,0.0102345,0,0.0144043,0.00638238,0.00810714,0.0101152,0,0,0.00627153,0.00846528,0.00586484,0.00589946,0.00329128,0.00592608,0.00653314,0.0271439,0.018284,0.0164461,0.0135661,0.0228264,0.0148251,0.019711,0.0196577,0.0280008,0.023328,0.0190597,0.0137004,0.00316976
162,0.0155863,0.00518478,0.00778004,0.00192061,0.0125152,0,0.00832702,0.00519395,0.00549636,0.00425214,0.00775521,0.00664722,0,0,0.0202611,0.011927,0.01012,0.0225286,0.0146952,0.0195665,0.0255466,0.0344272,0.0216136,0.0175689,0.00280074,0.00331836,0.00595035,0.0102247,0,0.0144082,0.00639667,0.00808292,0.0101091,0,0,0.00623691,0.00846127,0.00586691,0.00587483,0.00329865,0.00593437,0.00658441,0.0271145,0.018282,0.0164435,0.0135191,0.0228424,0.0148365,0.0196989,0.0196567,0.0280205,0.0233706,0.0190012,0.0137117,0.00315015
163,0.0155704,0.00519212,0.00776313,0.00191387,0.0125055,0,0.00831484,0.00517259,0.00541589,0.00423253,0.00776403,0.00663191,0,0,0.0202878,0.0119381,0.0101206,0.0225266,0.0146758,0.0194692,0.0255746,0.0344196,0.0216148,0.0175504,0.00279539,0.00332292,0.0060197,0.0102326,0,0.0144473,0.0064123,0.00809009,0.0101727,0,0,0.00622039,0.00845614,0.00587601,0.00588207,0.00335334,0.00595056,0.00658566,0.0270961,0.0182812,0.0164309,0.0135216,0.022915,0.0148293,0.0196962,0.0196513,0.0280455,0.0233801,0.0189517,0.0137264,0.00313208
164,0.0156051,0.00518552,0.00778914,0.00190017,0.012499,0,0.00840011,0.0051662,0.00541676,0.00423248,0.00776924,0.00661599,0,0,0.0203063,0.0119763,0.0100926,0.0225543,0.0146718,0.0194554,0.0255828,0.0344064,0.0216587,0.0175772,0.00281151,0.00334067,0.00601948,0.0102565,0,0.0143846,0.0064274,0.00808753,0.0101677,0,0,0.00634005,0.00841598,0.00586675,0.00592793,0.00330905,0.00594042,0.00652397,0.0271064,0.0182808,0.0163979,0.013624,0.0229393,0.0148448,0.019759,0.019684,0.0280703,0.0234064,0.0189894,0.0137587,0.00317097
165,0.015621,0.00519482,0.00777863,0.00188209,0.0124851,0,0.00840239,0.00516759,0.00550563,0.00421741,0.00778943,0.00660239,0,0,0.0202936,0.0119698,0.0100953,0.0225509,0.0146653,0.0194905,0.0255418,0.0343732,0.0216255,0.0175757,0.00280311,0.00334741,0.00596149,0.0102368,0,0.0143893,0.00645249,0.00809484,0.010144,0,0,0.00629261,0.00843341,0.00589517,0.00590446,0.00328521,0.00590303,0.00649063,0.0271106,0.0182585,0.0163983,0.0136763,0.0229139,0.0148655,0.0197928,0.0196846,0.0280456,0.0234281,0.0189694,0.0137309,0.00316301
166,0.0156116,0.00519469,0.00777819,0.00189601,0.0125284,0,0.00839727,0.00516013,0.00557165,0.00420715,0.00779857,0.00661185,0,0,0.0202733,0.0119583,0.0100886,0.0225426,0.0146731,0.0195383,0.0255261,0.0343393,0.0215762,0.017569,0.00280311,0.00334993,0.00594356,0.0102106,0,0.0143917,0.00642981,0.00808427,0.0101,0,0,0.00625634,0.00844893,0.00592689,0.00588846,0.00326025,0.00585431,0.00649507,0.0271303,0.0182454,0.0164005,0.0136489,0.022943,0.0148553,0.019784,0.0196953,0.028022,0.0234503,0.0189403,0.0137125,0.00314428
167,0.0155977,0.00519568,0.00778369,0.00192287,0.0125649,0,0.00835377,0.00517284,0.00553977,0.00421268,0.00779532,0.00662329,0,0,0.020237,0.0119535,0.0100879,0.0225335,0.014674,0.0195603,0.0255374,0.0342991,0.0215442,0.0175588,0.00280349,0.00335746,0.00592763,0.0102006,0,0.0144472,0.00639681,0.00806636,0.0101267,0,0,0.00622831,0.00847681,0.00594857,0.00588739,0.00326696,0.00581831,0.00650931,0.0271669,0.0182462,0.0163988,0.0135956,0.0229485,0.0147633,0.0197559,0.0197058,0.0280285,0.0234581,0.0189305,0.0137066,0.00311834
168,0.0156278,0.00518926,0.00783217,0.00191169,0.0125528,0,0.00839695,0.00524186,0.00551969,0.00424479,0.00778124,0.00659828,0,0,0.0202153,0.0119846,0.0101086,0.0225748,0.0147058,0.0195963,0.0255914,0.0342829,0.0215769,0.0176144,0.00280752,0.00327875,0.00593076,0.0102226,0,0.0144104,0.00636688,0.00805545,0.0101268,0,0,0.00635242,0.00843599,0.00590046,0.00591508,0.00329262,0.00586704,0.00654725,0.0271534,0.0182906,0.0163723,0.0135695,0.0228397,0.0146691,0.0197258,0.0197386,0.0280508,0.0234782,0.0189965,0.0137277,0.0031156
169,0.0156194,0.00518489,0.00783316,0.00190499,0.0125336,0,0.00834972,0.00528616,0.00552679,0.00427425,0.00774857,0.00657348,0,0,0.0202245,0.0119889,0.01019,0.022575,0.0147014,0.0195887,0.0256059,0.0342686,0.0215964,0.0176363,0.00281076,0.00330501,0.00587695,0.01023,0,0.0144416,0.00635473,0.00806679,0.0101533,0,0,0.00629973,0.00844942,0.00589747,0.00587056,0.00337202,0.00589415,0.00653887,0.0271775,0.0182956,0.0163779,0.0135778,0.0227684,0.0147286,0.0197362,0.0197267,0.0280634,0.0234554,0.0189595,0.0137285,0.00312658
170,0.0156097,0.00516838,0.00785181,0.00189965,0.0125801,0,0.00841239,0.00529837,0.00553158,0.00424808,0.00774096,0.0065424,0,0,0.0202959,0.0119687,0.0102504,0.0226238,0.0147408,0.0195824,0.0255603,0.0342203,0.0216398,0.0176805,0.00282197,0.00327853,0.00592714,0.0102029,0,0.0143975,0.00635602,0.00808311,0.0101267,0,0,0.00634974,0.00840838,0.00588018,0.00586017,0.00338581,0.00590597,0.0065245,0.0271884,0.0183083,0.0163853,0.0135841,0.0227845,0.0148205,0.0197624,0.0197209,0.0280464,0.0234253,0.0189042,0.0137443,0.00315917
171,0.0156063,0.00514819,0.00786257,0.00188546,0.0126347,0,0.00840456,0.00527019,0.00553001,0.00425155,0.00774666,0.00652876,0,0,0.020355,0.011965,0.0102521,0.0226132,0.0147368,0.0195294,0.0255204,0.0341767,0.0216539,0.0176844,0.00283462,0.00332018,0.00593808,0.0101784,0,0.0144602,0.00634674,0.00808153,0.0101217,0,0,0.00631805,0.00841313,0.00589144,0.00587219,0.00338032,0.00590324,0.0065114,0.0271731,0.0183262,0.0163762,0.0136426,0.0228486,0.0148299,0.0197949,0.0197219,0.0280425,0.0234399,0.0188384,0.0137343,0.00316816
172,0.0156099,0.00518048,0.00783731,0.00190556,0.0125697,0,0.00847386,0.00527834,0.0054948,0.00425277,0.00781094,0.00655046,0,0,0.020342,0.0119478,0.0102742,0.0225897,0.0147149,0.0195013,0.0254857,0.0341528,0.0216475,0.0176661,0.00283152,0.0032939,0.0059659,0.0102037,0,0.0144704,0.00636607,0.00805972,0.0101234,0,0,0.0063817,0.00839241,0.00589828,0.0058928,0.00337835,0.00588769,0.00651113,0.0271547,0.0183512,0.0163686,0.0136973,0.02291,0.014821,0.019785,0.019696,0.0280156,0.0234488,0.0187813,0.0137057,0.00316825
173,0.0156087,0.0052021,0.0078345,0.00191879,0.0125365,0,0.00850823,0.00523975,0.00551776,0.00426189,0.00785066,0.00656513,0,0,0.0203295,0.0119621,0.0102637,0.0225921,0.0147072,0.0195502,0.0255071,0.0342124,0.0216768,0.017687,0.00284029,0.00328427,0.00596541,0.0102132,0,0.0144794,0.00637819,0.00805629,0.0101428,0,0,0.00638102,0.00839893,0.00590145,0.00589337,0.00337417,0.00587031,0.00653494,0.0271672,0.0183364,0.0163912,0.0136889,0.0229243,0.0148278,0.0198002,0.0196908,0.0280083,0.0234397,0.0188197,0.0136853,0.00317862
174,0.0156238,0.00520069,0.00784296,0.00191558,0.0125373,0,0.00850158,0.00519178,0.00551527,0.00426419,0.00783922,0.00656764,0,0,0.0203329,0.0119575,0.0102636,0.0225917,0.014704,0.0195753,0.0255127,0.0342719,0.0217055,0.0176898,0.00283822,0.00334188,0.00592871,0.0102197,0,0.0144852,0.00638497,0.0080509,0.0101408,0,0,0.00636211,0.00843457,0.00591829,0.00588646,0.00332316,0.00587255,0.00653299,0.0272042,0.0183289,0.0163977,0.0136308,0.0229097,0.0148176,0.0198291,0.0196866,0.0280124,0.0234358,0.0188071,0.0136818,0.00318049
175,0.0156315,0.00518435,0.00784637,0.00191696,0.0125461,0,0.00849053,0.00519774,0.00547123,0.00427648,0.00783301,0.00657111,0,0,0.0203795,0.0119484,0.0102603,0.0225881,0.0147104,0.019528,0.0255175,0.0343234,0.0217121,0.0176748,0.00283318,0.00341257,0.00588717,0.0102146,0,0.0144963,0.00638266,0.00802303,0.0101321,0,0,0.00633661,0.00848232,0.00593187,0.0058812,0.00326754,0.00590461,0.00652335,0.0271868,0.0183253,0.0163939,0.0135996,0.022852,0.0147281,0.0198145,0.0196961,0.0280203,0.0234488,0.0187732,0.0136706,0.00317502
176,0.0156361,0.00518249,0.0078369,0.00193937,0.0125332,0,0.00848368,0.00519762,0.00543534,0.00427408,0.00784487,0.00657308,0,0,0.0204448,0.0119481,0.0102567,0.0225841,0.0147233,0.0194681,0.0255226,0.0343634,0.021704,0.0176585,0.0028259,0.00346878,0.00584458,0.0102176,0,0.0145087,0.00635878,0.00800011,0.0101601,0,0,0.00630108,0.008506,0.00593486,0.00587169,0.00327573,0.00592764,0.00651228,0.0271564,0.0183239,0.0164003,0.0136078,0.022773,0.0146464,0.0197799,0.0196942,0.0280186,0.0234393,0.018775,0.0136559,0.00316808
177,0.0156561,0.0051997,0.00782334,0.00195347,0.0125186,0,0.00849498,0.00514735,0.00541893,0.00423984,0.00785973,0.00658301,0,0,0.0204549,0.011952,0.0102544,0.022587,0.0147334,0.0194659,0.0255273,0.0343697,0.0216972,0.0176541,0.00282341,0.00350728,0.00580775,0.0102176,0,0.0145144,0.0063306,0.00802453,0.0101688,0,0,0.00626799,0.00852645,0.00594215,0.00585782,0.00328987,0.00592522,0.0065109,0.0271591,0.0183168,0.016426,0.0136108,0.02273,0.0146473,0.0197775,0.0196556,0.0280215,0.0234228,0.0188059,0.0136537,0.00315888
178,0.0156451,0.00520327,0.00782163,0.00189543,0.0125119,0,0.00854988,0.00511451,0.00542044,0.00424281,0.00789487,0.00658082,0,0,0.0203449,0.0119811,0.010257,0.0225895,0.0147216,0.019469,0.0255272,0.0343301,0.0216892,0.0176415,0.00282591,0.00330491,0.00595947,0.0102075,0,0.0145067,0.00634824,0.00805579,0.0101147,0,0,0.00641403,0.00849299,0.00592044,0.00586847,0.00326859,0.00592277,0.0065236,0.0271597,0.0182864,0.0164122,0.0136385,0.0227782,0.0146923,0.019792,0.0196645,0.0280657,0.023462,0.0188634,0.013689,0.00312836
179,0.0156366,0.00521095,0.0078137,0.00188143,0.0124977,0,0.00848639,0.00508823,0.00544641,0.00426779,0.00790365,0.00662012,0,0,0.0202399,0.0119922,0.0102521,0.0226032,0.0146998,0.0194676,0.0255332,0.0343306,0.0216811,0.0176072,0.00281777,0.00335271,0.00592176,0.0102205,0,0.0145083,0.0064264,0.00809092,0.0100656,0,0,0.00641921,0.00855849,0.00592674,0.00588488,0.00322449,0.00594096,0.00653056,0.027137,0.0182692,0.0163173,0.0136652,0.0228711,0.0146806,0.0197371,0.0197011,0.0280752,0.0234699,0.0188664,0.0137219,0.00312919
180,0.0156069,0.00520559,0.0078104,0.00189832,0.0124982,0,0.00839549,0.00507535,0.00550301,0.00428431,0.00791297,0.00665025,0,0,0.0202532,0.0119939,0.0102454,0.0226089,0.0146916,0.0194962,0.0255349,0.0343757,0.0216799,0.0175824,0.00281207,0.00337464,0.00590545,0.0102256,0,0.0145124,0.00650075,0.00810698,0.0100898,0,0,0.00642279,0.00855328,0.00593914,0.00589106,0.00328681,0.00592862,0.00652324,0.0271278,0.0182598,0.0162646,0.0136824,0.0229392,0.0145944,0.0196856,0.019739,0.0280635,0.0234435,0.018872,0.0137342,0.00314053
181,0.0155995,0.00517486,0.00783215,0.00191114,0.0125507,0,0.00840662,0.00506211,0.00551415,0.00426461,0.00791223,0.00665661,0,0,0.0203159,0.0119804,0.0102365,0.0226074,0.0147115,0.0195834,0.0255376,0.0344118,0.021694,0.0176071,0.00283304,0.0033006,0.00596426,0.0102153,0,0.0144966,0.00647679,0.00810153,0.0101234,0,0,0.00645084,0.00852742,0.00593094,0.00591337,0.00330779,0.00590548,0.00652521,0.0271546,0.0182776,0.0163193,0.0136802,0.0229473,0.0145148,0.0196977,0.0197299,0.0280618,0.0234379,0.0188743,0.0137321,0.00315706
182,0.0156273,0.00515648,0.00784883,0.00189338,0.012622,0,0.00842435,0.00505451,0.00545648,0.0042469,0.00789922,0.00665867,0,0,0.0202841,0.0119566,0.0102444,0.0226012,0.0147317,0.0196396,0.0255445,0.0344039,0.0217065,0.0176317,0.00282346,0.00330056,0.00596007,0.0101786,0,0.014514,0.0063931,0.00811322,0.0101445,0,0,0.00643752,0.00851288,0.00595553,0.00592383,0.00326476,0.0058998,0.00655856,0.0272015,0.0182819,0.0163883,0.0136594,0.0228774,0.0145086,0.0197393,0.0196765,0.028068,0.0234385,0.0188391,0.013691,0.00313161
183,0.0156227,0.00514784,0.00786773,0.00190257,0.0126598,0,0.00844423,0.00507789,0.0054227,0.0042359,0.00789975,0.00667133,0,0,0.020217,0.0119589,0.0102496,0.022594,0.0147174,0.0195945,0.0255456,0.0343636,0.021707,0.0176344,0.00280201,0.00330341,0.0059601,0.0101475,0,0.0145226,0.00631681,0.008103,0.0101042,0,0,0.00642094,0.00848534,0.00597937,0.00592216,0.00323169,0.00592797,0.00655113,0.0272169,0.0182833,0.0164111,0.0136339,0.0228051,0.0146058,0.0197699,0.0196434,0.0280766,0.0234499,0.0188434,0.0136796,0.00313429
184,0.0155991,0.00514107,0.0078842,0.00191712,0.0126471,0,0.00844961,0.00510831,0.00544271,0.00423041,0.00791238,0.00668738,0,0,0.0202085,0.0119722,0.0102558,0.0225807,0.0146958,0.019527,0.0255434,0.0343418,0.0217044,0.0176398,0.00279516,0.00332381,0.00597846,0.0101437,0,0.0145214,0.00628561,0.00809927,0.0100447,0,0,0.00639772,0.00843803,0.00598598,0.00592289,0.00327509,0.00597414,0.00651708,0.0271987,0.0182868,0.0164096,0.0136308,0.0227881,0.014689,0.0197938,0.0196399,0.0280859,0.0234514,0.018881,0.0136857,0.00318393
185,0.0155998,0.00514798,0.00789104,0.00190148,0.0126344,0,0.00845802,0.0051324,0.00546069,0.00422788,0.0079235,0.00669716,0,0,0.0202331,0.0119673,0.0102678,0.0225709,0.0146932,0.0194953,0.0255377,0.0343498,0.0217038,0.0176432,0.0028081,0.00335008,0.00600655,0.0101468,0,0.0145143,0.0063053,0.00812563,0.0100342,0,0,0.00637834,0.00840327,0.00599183,0.00594111,0.00332178,0.00600745,0.00650361,0.0271799,0.01829,0.0164127,0.0136453,0.0228072,0.0146104,0.0198158,0.0196482,0.0280918,0.0234481,0.018903,0.0136798,0.00320634
