Timestep,C7,LARM,LASI,LELB,LFOREARM,LHEEL,LLEPI,LLMAL,LMFL,LMFS,LP1MT,LP5MT,LPAT,LSH,LTHAD,LTHAP,LTHLD,LTHLP,LTIAD,LTIAP,LTILAT,LTOE,LWR,MAN,P1,P2,P3,RARM,RASI,RELB,RFOREARM,RHEEL,RLEPI,RLMAL,RMFL,RMFS,RP1MT,RP5MT,RPAT,RSH,RTHAD,RTHAP,RTHLD,RTHLP,RTIAD,RTIAP,RTILAT,RTOE,RWR,SACR,T7,x52,x53,
262,0.00617629,0.00285277,0.010905,0.00301873,0.00629796,0.0149305,0.00715057,0.00662308,0.00476834,0.0113671,0.00885141,0.0189098,0,0.00323341,0.00521927,0.0109791,0.00543158,0.00990424,0.0050824,0.0052349,0.0145187,0,0.00355785,0.00572448,0,0,0,0.00331551,0.0136492,0.0028198,0.00265015,0.0235596,0.0195923,0.0177506,0.0051723,0.0107088,0.00667982,0.0131689,0,0.00249301,0.00952087,0.0153117,0.0157552,0.0226265,0.00860885,0.00739202,0.00838477,0.00448558,0.00113699,0.00998797,0.00850709,0,0,0
263,0.00715052,0.0037873,0.0110499,0.00358588,0.00614123,0.0144925,0.00814553,0.00304879,0.00491266,0.0119347,0.00562771,0.0219599,0,0.00464396,0.00431749,0.00996545,0.00555432,0.00882375,0.00423812,0.00295016,0.0129848,0.0176622,0.00312951,0.00629109,0,0,0,0.00414548,0.0138617,0.00387011,0.00265516,0.0223975,0.0200907,0.0193679,0.00607875,0.0101883,0.0051533,0.0109505,0,0.00296093,0.0113137,0.0156839,0.0160272,0.0241693,0.00729064,0.00807453,0.00846087,0.00356575,0.00145739,0.011606,0.00901478,0,0,0
264,0.00808378,0.00466407,0.0123858,0.00447901,0.00603302,0.0147946,0.00623198,0.0060901,0.00650163,0.00876282,0,0,0,0.00606814,0.00356455,0.00888749,0.0055248,0.00820149,0.00442667,0.00279924,0.00717557,0,0.00280613,0.00689648,0,0,0,0.00511445,0.0135606,0.00495651,0.00300322,0.0219652,0.0204046,0.0207269,0.00712806,0.00999641,0.00405527,0.00891263,0,0.00333508,0.0124685,0.015141,0.0164989,0.0261497,0.00735048,0.00884175,0.00958115,0.00278125,0.00207488,0.0147999,0.00944773,0,0,0
265,0.00876316,0.0054104,0.0129877,0.00547031,0.00599124,0.0150307,0.00494279,0.00782903,0.00438986,0.0141422,0.00676131,0.0206972,0,0.00722566,0.00420213,0.00961929,0.0069849,0.00865216,0.00339995,0.00248581,0.00296891,0.0170889,0.00270469,0.0074227,0,0,0,0.0059826,0.0133151,0.00587677,0.00340673,0.0223248,0.0208385,0.0225728,0.00822121,0.0100042,0.00422767,0.00700914,0,0.00363596,0.0138357,0.0150951,0.0169592,0.0279044,0.00780231,0.00910749,0.0119755,0.0018432,0.00282667,0.0181813,0.0095944,0,0,0
266,0.00893182,0.00598837,0.0138513,0.00619439,0.00599002,0.0163038,0.0031063,0.0076771,0.00526902,0.0151104,0.00785776,0.0206519,0,0.00769129,0.00355593,0.0103603,0.00924507,0.0108389,0.00597067,0.00294269,0.00374139,0.0164211,0.00294936,0.00773781,0,0,0,0.00676169,0.0128778,0.00655438,0.00397718,0.0233228,0.0209401,0.0241302,0.00896021,0.01013,0.00502002,0.0057738,0,0.00382006,0.0150136,0.0148578,0.0171297,0.0292403,0.00798742,0.00916262,0.013973,0.00162143,0.00350333,0.0216816,0.00939444,0,0,0
267,0.00850918,0.0072672,0.0142887,0.00698725,0.00580946,0.0176469,0.00350888,0.00741294,0.00623821,0.0158512,0.00854268,0.0206752,0,0.00746896,0.00282051,0.0102777,0.0116827,0.0142439,0.00767812,0.00455132,0.00337074,0.0154178,0.00338688,0.0077676,0,0,0,0.00720165,0.0127263,0.00708909,0.0044505,0.0241581,0.0208338,0.0249595,0.00930695,0.0101861,0.00570444,0.0048552,0,0.0038702,0.0163888,0.0151667,0.0170408,0.0298123,0.00757006,0.00964172,0.015145,0.00180338,0.00425661,0.0243909,0.00894727,0,0,0
268,0.00754048,0.00788386,0.0146055,0.00739229,0.00594605,0.0192085,0.00513734,0.00904182,0,0,0.012208,0.0137572,0,0.00695429,0.00421282,0.00981088,0.0131153,0.0166204,0.00848639,0.00412173,0.00200118,0,0.00361592,0.00755352,0,0,0,0.00739354,0.0133017,0.00763172,0.00516961,0.0245308,0.0209433,0.0250536,0.00935383,0.0101459,0.00615733,0.00463265,0,0.00366064,0.0177515,0.0156056,0.0167701,0.0295882,0.00671524,0.0103724,0.0154413,0.00144511,0.0050058,0.0261584,0.00847433,0,0,0
269,0.00606573,0.00817659,0.014486,0.00727399,0.00643724,0.020897,0.00416379,0.000734607,0,0,0,0,0,0.00632693,0.00596229,0.00997808,0.0140345,0.0182726,0.00328538,0.00356803,0.00259364,0.00564024,0.0038162,0.00689364,0,0,0,0.00720952,0.0145283,0.00770615,0.00567134,0.0244344,0.0211845,0.0248666,0.00936867,0.00988871,0.00640473,0.00435983,0,0.00345568,0.0189872,0.0163106,0.0166855,0.0292489,0.0055003,0.0103474,0.0155081,0.0010804,0.00607236,0.0270072,0.00764232,0,0,0
270,0.00501692,0.00825345,0.0142545,0.00700085,0.00669363,0.0209228,0.00422131,0.00936755,0.010144,0.0161707,0.00884617,0.0181082,0,0.00562998,0.00896807,0.0114544,0.0147064,0.0191192,0.00486508,0.00449403,0.00546513,0.0123489,0.00398111,0.00638899,0,0,0,0.00725087,0.0153571,0.00604612,0.0086174,0.0236214,0.0212385,0.0245959,0.00919629,0.00945487,0.00647365,0.00375178,0,0.00223969,0.0199461,0.0167503,0.0163763,0.0285898,0.0049076,0.010542,0.0152081,0.00096081,0.00884968,0.026301,0.00715503,0,0,0
271,0.0042993,0.00819046,0.0142161,0.00686035,0.00680625,0.021461,0.00378139,0.0102642,0.0111167,0.01654,0.00890047,0.0174205,0,0.00533285,0.0113695,0.0126821,0.0136005,0.0179684,0.00491101,0.00570613,0.00852559,0.0114294,0.00393519,0.00546255,0,0,0,0.00675494,0.0164012,0.00661177,0.00945356,0.0219751,0.0209233,0.0242619,0.00901216,0.00900161,0.0061872,0.00285008,0,0.00228213,0.0206414,0.0168277,0.0158675,0.0269274,0.00460937,0.0110134,0.0145362,0.00157407,0.00884608,0.0253522,0.00638408,0,0,0
272,0.00395005,0.00769665,0.0140652,0.00646117,0.00678144,0.0215891,0.00419968,0.0110064,0.0118004,0.0167672,0.0089048,0.0168046,0,0.00519271,0.0132709,0.0141291,0.0120686,0.0158263,0.00513027,0.00591843,0.0103336,0.0106128,0.00383613,0.00438145,0,0,0,0.00613321,0.0170179,0.00660267,0.00954274,0.0203393,0.0204113,0.0225909,0.0086775,0.00830586,0.00612571,0.00235298,0,0.00262537,0.0208696,0.0164838,0.0148878,0.0248161,0.00421235,0.011663,0.0133614,0.00133292,0.009184,0.0235315,0.00551929,0,0,0
273,0.00368686,0.00689582,0.0138162,0.00610108,0.00656208,0.0213744,0.00609454,0.0116558,0.0123596,0.016811,0.00873834,0.0161238,0,0.00507762,0.0141876,0.0158834,0.0106197,0.0137262,0.00517665,0.00524352,0.0111967,0.010003,0.0037961,0.00363384,0,0,0,0.00571114,0.0171267,0.00664793,0.0106413,0.0187904,0.0199721,0.020158,0.0085095,0.00689,0.00586854,0.00221438,0,0.00244626,0.0203749,0.0158233,0.0136284,0.0227539,0.00391234,0.0128886,0.0117636,0.00104266,0.00920669,0.0209319,0.00477379,0,0,0
274,0.00353717,0.00551343,0.0134911,0.00579956,0.00645984,0.0209722,0.00833615,0.0123256,0.012753,0.016763,0.00847807,0.0153382,0,0.00523496,0.0144832,0.0175304,0.00950154,0.0121114,0.00513492,0.00430495,0.0117957,0.00953872,0.00366941,0.00377284,0,0,0,0.00487662,0.0168125,0.00595809,0.0097899,0.0169611,0.0197336,0.0186501,0.0078963,0.00566707,0.00545336,0.00242097,0,0.00265906,0.0195876,0.0152006,0.0122852,0.0208449,0.00345173,0.0148305,0.0100374,0.00098644,0.009518,0.0177109,0.00438903,0,0,0
275,0.00345137,0.00415645,0.0130047,0.00583538,0.00626939,0.0204893,0.0102398,0.0129504,0.0129288,0.0167183,0.00806752,0.0144718,0,0.0056694,0.014406,0.0186332,0.00877605,0.010749,0.00531687,0.00347718,0.0122273,0.0092364,0.00363829,0.00482846,0,0,0,0.00415363,0.0160412,0.0055436,0.0097188,0.0151586,0.0196738,0.0178565,0.00666921,0.00474431,0.0050569,0.00279161,0,0.00256045,0.0187381,0.0147517,0.0110096,0.0192887,0.0030527,0.0156405,0.00879004,0.000841827,0.00945142,0.0141959,0.00438858,0,0,0
276,0.00313414,0.0031037,0.0126587,0.0059528,0.00619866,0.0199036,0.0115197,0.0134312,0.0129276,0.0165849,0.00731507,0.0134822,0,0.00648267,0.0139495,0.019008,0.00855194,0.00960154,0.0056194,0.00308088,0.0121079,0.0092723,0.00359673,0.00538616,0,0,0,0.00467787,0.0147323,0.00688314,0.00752415,0.0135125,0.0201325,0.0167918,0.00573111,0.00394731,0.00457321,0.00308949,0,0.00338095,0.0182297,0.0144748,0.0101321,0.018552,0.0041947,0.0140374,0.008252,0.000735742,0.00814883,0.0109472,0.00451517,0,0,0
277,0.00280436,0.00250149,0.0125432,0.0060368,0.0061153,0.0190886,0.012377,0.0137218,0.0129829,0.0162895,0.00679688,0.0115669,0,0.00740426,0.0127527,0.0183396,0.00867036,0.00863689,0.00578375,0.00281079,0.0113905,0.0101669,0.00356886,0.00557129,0,0,0,0.00480645,0.0129469,0.00646336,0.00777478,0.0121182,0.0206421,0.0155336,0.00519877,0.00340294,0.00395121,0.00304624,0,0.00308582,0.0184275,0.0143763,0.00959228,0.0185694,0.0048788,0.01116,0.00870028,0.000550243,0.00809784,0.00851234,0.00499798,0,0,0
278,0.00308849,0.00216612,0.0124442,0.00596985,0.00606604,0.0179351,0.0133579,0.0137988,0.0134235,0.0158635,0.00789161,0.00815671,0,0.00840636,0.0104605,0.0165811,0.00890151,0.00828946,0.00568878,0.00233311,0.0103969,0.0128945,0.00359924,0.00584865,0,0,0,0.00524818,0.0108326,0.00596477,0.00787285,0.0107909,0.0205463,0.0145845,0.00479747,0.00322864,0.00354027,0.00299102,0,0.00294998,0.0182457,0.0146096,0.00972011,0.0191119,0.00466466,0.00892718,0.00980975,0.000331217,0.00805576,0.00762967,0.00586642,0,0,0
279,0.0041414,0.00195605,0.0120295,0.00561245,0.00599432,0.0165322,0.0146976,0.013821,0.0140611,0.0152968,0.0095641,0.00581457,0,0.00937435,0.00733863,0.0141177,0.00911785,0.00904524,0.00575085,0.00235476,0.00967625,0.0159148,0.00354011,0.00634516,0,0,0,0.00582769,0.00910583,0.00553274,0.00804018,0.0095475,0.019469,0.0139596,0.00434849,0.00311748,0.00324403,0.00331948,0,0.00303742,0.0178444,0.0156453,0.0104864,0.0202477,0.00353531,0.00803603,0.0116217,0.000743932,0.00803178,0.00820153,0.00692252,0,0,0
280,0.00481229,0.0011204,0.0106631,0.00389196,0.00953209,0.0153487,0.0165364,0.0139992,0.0143906,0.0143135,0.01121,0.0054438,0,0.0109959,0.00502296,0.0116827,0.00939655,0.0106648,0.00597115,0.0038043,0.0096992,0.0189621,0.00486936,0.00639156,0,0,0,0.00659288,0.00824406,0.00512445,0.00841139,0.0084745,0.0189893,0.0135702,0.00381306,0.00314364,0.00227161,0.00390191,0,0.00299293,0.0179068,0.0171917,0.0107676,0.0220239,0.00280446,0.00856648,0.0142747,0.0018314,0.00787804,0.00887768,0.00780911,0,0,0
281,0.00630265,0.00153697,0.00963467,0.00377276,0.0070879,0.0142236,0.0178128,0.0148667,0.0147744,0.0138604,0,0.00745277,0,0.0112364,0.00604307,0.00967944,0.0101331,0.0128364,0.00676718,0.00557269,0.0100873,0.0231013,0.0037683,0.00709021,0,0,0,0.00639967,0.00820766,0.00582856,0.0137209,0.0075637,0.0187497,0.0139472,0.00335992,0.00379233,0.00215732,0.00474011,0,0.00141057,0.0178428,0.0184606,0.0103525,0.0237766,0.00312062,0.00852339,0.0161439,0.00258735,0.00919689,0.00962691,0.00873616,0,0,0
282,0.00734761,0.0014473,0.00953749,0.00321328,0.007859,0.0135713,0.0188171,0.016894,0.0158485,0.0141318,0.016535,0.0105051,0,0.0119292,0.00903817,0.00934253,0.0110592,0.0145326,0.00808647,0.00773453,0.0111102,0.0263125,0.00407945,0.00705211,0,0,0,0.00859299,0.00861743,0.0045637,0.0114945,0.00654568,0.018569,0.013533,0.00309859,0.00415213,0.00272305,0.00554083,0,0.00136649,0.0175124,0.0194994,0.0109041,0.024251,0.00383479,0.00792185,0.01796,0.00348337,0.00849681,0.00938584,0.00902789,0,0,0
283,0.00849692,0.00283497,0.0103236,0.00351159,0.00555455,0.0131397,0.019269,0.0183311,0.0144042,0.012818,0.0193387,0.013609,0,0.0123012,0.0106605,0.0112159,0.0124442,0.0163291,0.0102758,0.010603,0.0126837,0,0.00313372,0.00695247,0,0,0,0.0109302,0.00981989,0.00331932,0.00842944,0.0054196,0.0185268,0.0133146,0.00335848,0.0042206,0.00498331,0.0072032,0,0.00237297,0.0170141,0.0204135,0.0120587,0.0221888,0.00484718,0.00603943,0.0197545,0.00374537,0.00827587,0.00849272,0.00948948,0,0,0
284,0.00855197,0.00305466,0.0118346,0.00344222,0.00548331,0.0116375,0.0212126,0.0181946,0.0137098,0.0114454,0.0137536,0.0113518,0,0.0123728,0.0137779,0.0144073,0.0150588,0.0171943,0.0100205,0.0135745,0.0156636,0.0238354,0.00317191,0.00636904,0,0,0,0.0119423,0.0108293,0.00291904,0.00851934,0.00398774,0.0193231,0.0113151,0.00392145,0.00320311,0.00601162,0.0092665,0,0.00334457,0.0162838,0.0209948,0.0136613,0.0208149,0.00527852,0.00634241,0.0214321,0.00324726,0.00953605,0.00680611,0.00895339,0,0,0
285,0.00842508,0.00299547,0.0131807,0.00377996,0.00538814,0.00956615,0.0184453,0.0197585,0.0130964,0.0113472,0.0147686,0.0120073,0,0.012118,0.013025,0.0158684,0.0137133,0.015858,0.0120262,0.013914,0.0175486,0.0225076,0.00316274,0.0060372,0,0,0,0.0136046,0.011608,0.00277981,0.00905153,0.00442761,0.0189317,0.0122107,0.00478277,0.00513428,0.00606696,0.0100145,0,0.00399297,0.0164246,0.0216959,0.0133736,0.0179117,0.0072453,0.00625732,0.0222792,0.00529782,0.00911591,0.00626309,0.00826056,0,0,0
286,0.00772269,0.00238956,0.0134262,0.00431434,0.00533443,0.00715443,0.0170013,0.0187791,0.00988491,0.00786804,0.0103473,0.00924301,0,0.0115812,0.0129686,0.0167742,0.0128714,0.0149717,0.0131885,0.0145551,0.0192893,0.014644,0.00341193,0.00556278,0,0,0,0.014579,0.0112572,0.00308307,0.00945263,0.00612331,0.0189868,0.0123943,0.00478994,0.00537923,0.00637773,0.0104504,0,0.00494246,0.0155121,0.0203999,0.0134476,0.0155776,0.00838908,0.0067646,0.0229377,0.00604062,0.00965163,0.00527904,0.00684596,0,0,0
287,0.00670386,0.00169367,0.0126755,0.00505843,0.005436,0.00462981,0.0152726,0.0173774,0.00705851,0.00412132,0.00511265,0.00771118,0,0.01094,0.0127079,0.0172312,0.0113278,0.0136506,0.0139032,0.0144338,0.0192284,0.00416495,0.00391759,0.0052801,0,0,0,0.014639,0.0103808,0.00294995,0.00965778,0.00830874,0.0187178,0.0121002,0.0056904,0.00540474,0.00738938,0.0113431,0,0.00585162,0.01446,0.0178839,0.0128892,0.0136758,0.00952293,0.00747348,0.0237581,0.00701599,0.0100649,0.00514349,0.0052223,0,0,0
288,0.005947,0.00173099,0.011479,0.00587951,0.00567077,0.00246352,0.0136186,0.0156572,0.00642292,0.00353895,0.00407217,0.0083652,0,0.0103015,0.0139569,0.0173653,0.0105938,0.0122174,0.0143035,0.0139908,0.0173741,0.00314699,0.00459558,0.00609278,0,0,0,0.0139924,0.00974458,0.00308903,0.0101056,0.0103204,0.0183926,0.0114699,0.00702741,0.00540155,0.00857233,0.0127289,0,0.00655849,0.0135268,0.0147697,0.011901,0.0127734,0.0106314,0.00810966,0.0244013,0.00810116,0.0103695,0.00593211,0.00319808,0,0,0
289,0.00578418,0.00245494,0.0105028,0.00705014,0.00587142,0.00132586,0.0123032,0.0142007,0.00580312,0.00552981,0.005907,0.00905051,0,0.00991497,0.0168001,0.017961,0.0122943,0.0119206,0.0143761,0.0134087,0.0147209,0.00456246,0.00543816,0.0071294,0,0,0,0.0132361,0.0092305,0.00329599,0.0103266,0.0122442,0.0179211,0.0109998,0.00837209,0.0054201,0.00957259,0.0139464,0,0.00715414,0.0127737,0.0114574,0.0111438,0.0126401,0.0116307,0.00881528,0.024763,0.00897202,0.0106094,0.0060915,0.00242704,0,0,0
290,0.00603253,0.00414955,0.0096718,0.010144,0.00542014,0.00116845,0.0117502,0.013538,0.00436165,0.00605579,0.00611135,0.00767982,0,0.0104179,0.020218,0.0187632,0.0145605,0.0132881,0.0144425,0.0132954,0.0128128,0.00415472,0.00628752,0.00863773,0,0,0,0.0122677,0.00960077,0.00357148,0.0105507,0.0140783,0.017115,0.0109004,0.00965661,0.00538987,0.0105861,0.0145148,0,0.00769435,0.0119714,0.00814588,0.0111092,0.0125743,0.0123647,0.00958893,0.0248581,0.00927036,0.0107845,0.00662585,0.00444631,0,0,0
291,0.00650603,0.0065694,0.00900297,0.012937,0.00557982,0.00265743,0.0116463,0.0130075,0.0030584,0.00570541,0.00476699,0.00587687,0,0.0126572,0.0232223,0.019582,0.0151605,0.0150385,0.014577,0.0136595,0.0118495,0.00305612,0.00808232,0.0101784,0,0,0,0.0114473,0.0107117,0.00374198,0.0105656,0.0157977,0.0158016,0.0110395,0.01075,0.00496881,0.0112101,0.0147763,0,0.00750939,0.0107335,0.00500269,0.011488,0.0123171,0.0126418,0.0100512,0.0248019,0.00966559,0.0108755,0.0073655,0.00654051,0,0,0
292,0.00683253,0.00887628,0.0088294,0.0144265,0.006882,0.00432013,0.011508,0.0126181,0.00350182,0.00579762,0.00430112,0.00601689,0,0.0152151,0.0251509,0.0206266,0.0144739,0.0156951,0.0143204,0.0139895,0.0111301,0.00269225,0.0101794,0.0116561,0,0,0,0.0106129,0.0118076,0.00502614,0.0102737,0.0172738,0.0138383,0.0110284,0.0116835,0.00425734,0.0114765,0.0148586,0,0.00682375,0.00915532,0.00257016,0.0109648,0.011756,0.0126407,0.0102268,0.0245535,0.010373,0.0110212,0.00827682,0.00722174,0,0,0
293,0.00700072,0.00990681,0.0085368,0.0145292,0.00831999,0.00579638,0.0113786,0.0126534,0.00420084,0.00691085,0.00571188,0.00801717,0,0.0164573,0.0257917,0.0219262,0.0133402,0.0144838,0.0136643,0.0137645,0.0110806,0.00405428,0.0115697,0.0124281,0,0,0,0.00989786,0.0123193,0.00621577,0.00983976,0.0185795,0.0114988,0.0103725,0.0122863,0.0036127,0.0117371,0.0145935,0,0.00602321,0.00798318,0.00370573,0.00904951,0.0105832,0.0127216,0.0105698,0.0238398,0.0107437,0.0108209,0.00923583,0.00655787,0,0,0
294,0.00682114,0.00910951,0.00762618,0.0137841,0.00886853,0.00722411,0.0107545,0.0128826,0.00460224,0.00858452,0.00779141,0.0112278,0,0.0158026,0.0256042,0.0232847,0.0124296,0.0122451,0.0133245,0.0136567,0.0127054,0.00597995,0.0118553,0.012625,0,0,0,0.00904585,0.0122367,0.00645248,0.00939536,0.0197872,0.00934835,0.00925363,0.0125632,0.00303765,0.0119846,0.0140005,0,0.00517949,0.00822739,0.00878102,0.00659861,0.00817139,0.0127034,0.0110461,0.0229428,0.0107696,0.0104408,0.0104171,0.00556393,0,0,0
295,0.00636073,0.00760132,0.00609129,0.012902,0.00889703,0.00835231,0.00928885,0.0129524,0.00453557,0.0100035,0.00947635,0.0145066,0,0.014681,0.024876,0.0246014,0.0119884,0.0103249,0.0134718,0.0142245,0.0149589,0.00720836,0.0117574,0.0123734,0,0,0,0.00814601,0.0115758,0.00617133,0.00895842,0.0206481,0.00805069,0.00796303,0.012492,0.00263573,0.0120022,0.013466,0,0.00440439,0.00911417,0.0147384,0.00486825,0.00486391,0.0124368,0.0116696,0.0215036,0.0105118,0.010216,0.0116657,0.00483166,0,0,0
296,0.00591006,0.00673562,0.00444764,0.0123519,0.00764143,0.00935281,0.00738375,0.0129225,0.0042931,0.0108138,0.0103604,0.0163282,0,0.0138168,0.0235848,0.0254869,0.0120426,0.00956851,0.0138777,0.0151664,0.0163949,0.00759598,0.0124461,0.0119246,0,0,0,0.00739367,0.0104503,0.00621606,0.00850516,0.0206785,0.00751193,0.00640561,0.0119741,0.00250108,0.0119063,0.0130413,0,0.00387257,0.00984822,0.0199965,0.00388047,0.00217419,0.0119835,0.0123374,0.0193238,0.00972456,0.0100407,0.0127368,0.00439361,0,0,0
297,0.00578689,0.00641239,0.00353508,0.0119001,0.00553635,0.00993749,0.00619435,0.0129789,0.00406526,0.0111759,0.0100825,0.0162713,0,0.0127292,0.0216489,0.0249127,0.0119584,0.0101053,0.0144561,0.0151306,0.0165077,0.00749599,0.0151804,0.0114439,0,0,0,0.00675409,0.00902571,0.00632035,0.00812961,0.0194416,0.0060818,0.0043301,0.0112637,0.00235303,0.0115953,0.0121903,0,0.00355816,0.010358,0.0238754,0.00376158,0.00211201,0.0111106,0.0126934,0.016925,0.00888856,0.00990022,0.0130357,0.00422352,0,0,0
298,0.00579174,0.00598346,0.00357266,0.0115271,0.005032,0.0101852,0.00652328,0.012621,0.00329282,0.0113235,0.00924928,0.0148262,0,0.0118251,0.0193465,0.0229774,0.0112002,0.0106574,0.0148794,0.0126998,0.0152023,0.00681154,0.0167494,0.0109744,0,0,0,0.00644494,0.00743324,0.00631716,0.00777264,0.0174356,0.00422063,0.00250497,0.0102622,0.00212942,0.011118,0.0109463,0,0.00338751,0.0106509,0.0262428,0.0050245,0.00390985,0.00986491,0.0125815,0.0141427,0.00782074,0.00946459,0.0118775,0.00421204,0,0,0
299,0.00576152,0.0054663,0.00403721,0.010992,0.00533109,0.0100294,0.00745613,0.0115274,0.00176116,0.011212,0.00794576,0.0129037,0,0.0112207,0.0168003,0.0203598,0.00957233,0.0100239,0.0148565,0.0111394,0.0129248,0.00616087,0.0167358,0.0105992,0,0,0,0.00640304,0.00585247,0.00587792,0.00752608,0.0152343,0.0035044,0.00291013,0.00944761,0.00202123,0.0105507,0.00962754,0,0.00335756,0.0108276,0.0272989,0.00683852,0.0059315,0.00832333,0.0118134,0.0110839,0.00671675,0.00853175,0.00963459,0.00422031,0,0,0
300,0.00573195,0.00493443,0.00472132,0.0111862,0.00542904,0.00992776,0.00833126,0.00985854,0.000663557,0.0109986,0.00633952,0.0108898,0,0.010577,0.0139704,0.0175573,0.00693899,0.00787555,0.013447,0.0101356,0.0104439,0.00540634,0.014371,0.0102995,0,0,0,0.00645532,0.0049676,0.00561545,0.00739896,0.0132099,0.00491385,0.00450288,0.00880856,0.002067,0.00959953,0.00790243,0,0.00346805,0.0107254,0.0268498,0.00835963,0.00753461,0.00660854,0.0104175,0.00893066,0.00562223,0.00805676,0.00754711,0.00419755,0,0,0
301,0.00565337,0.00417226,0.00558179,0.0111641,0.0063359,0.0105114,0.00911972,0.00808645,0.00238348,0.0106252,0.00457451,0.00873024,0,0.0100229,0.0111141,0.0148602,0.00435327,0.0046595,0.0100526,0.00911567,0.00826021,0.00485212,0.0109908,0.0100261,0,0,0,0.00651743,0.00442792,0.00549918,0.00734325,0.0117624,0.00750594,0.0067221,0.00749744,0.00254076,0.00832394,0.00707965,0,0.00362442,0.0102655,0.0248964,0.00936204,0.00838695,0.00544666,0.00871267,0.00891063,0.00535256,0.00791232,0.00513965,0.00400061,0,0,0
302,0.00543093,0.00388185,0.00634265,0.0108811,0.00726249,0.0121251,0.00946564,0.00641196,0.00415224,0.00986509,0.0030387,0.00651865,0,0.00937921,0.0086474,0.0126747,0.0048543,0.00140006,0.00765236,0.00796711,0.0065212,0.00450125,0.00947942,0.00963245,0,0,0,0.00697264,0.00436034,0.00496297,0.00758425,0.0111203,0.0105393,0.00895977,0.0066052,0.00339811,0.00654518,0.00650234,0,0.00370843,0.00957252,0.0219887,0.00989742,0.00867075,0.00551284,0.00774865,0.0105735,0.00540291,0.00791552,0.00294586,0.0036126,0,0,0
303,0.0052082,0.00405055,0.00658001,0.0105322,0.00789723,0.0132556,0.00944622,0.00514637,0.00545657,0.00926982,0.00184474,0.00455199,0,0.00864169,0.00704469,0.0113899,0.00768387,0.00324527,0.00613205,0.00661149,0.00519783,0.00442361,0.00861052,0.00934008,0,0,0,0.00750052,0.00505232,0.00458331,0.00791776,0.0110749,0.0135948,0.0105237,0.00848162,0.00464401,0.00919894,0.0116005,0,0.00389274,0.0087436,0.0190617,0.0101807,0.00853488,0.00618926,0.00794459,0.012709,0.00793562,0.0079216,0.00149349,0.00305242,0,0,0
304,0.00503701,0.00433152,0.00668178,0.0105795,0.00695916,0.0141344,0.00935668,0.00472803,0.00602748,0.00927035,0.00109856,0.0031351,0,0.00794333,0.00587939,0.0109665,0.0101961,0.00616388,0.00494908,0.00553045,0.00436341,0.0046404,0.00763731,0.00904753,0,0,0,0.00781589,0.00561862,0.00455169,0.00786883,0.0115673,0.016462,0.011725,0.0116686,0.00830541,0.0162121,0.018408,0,0.00405107,0.00819636,0.0168519,0.0106262,0.00846289,0.00728993,0.0085506,0.0141216,0.0153863,0.00799966,0.00285788,0.00234353,0,0,0
305,0.00489169,0.00399174,0.00727737,0.0110952,0.00623274,0.0153699,0.0100387,0.00408803,0.00681729,0.0103887,0.00102405,0.00216694,0,0.00674216,0.0044155,0.0101508,0.011698,0.00845762,0.00412238,0.00564733,0.00443357,0.00457509,0.0060502,0.00925786,0,0,0,0.00799826,0.00536814,0.00445939,0.00819448,0.010805,0.0220775,0.00850642,0.0112254,0.00692355,0.0175462,0.0191583,0,0.0042279,0.00607284,0.0137828,0.0135408,0.0102326,0.00831554,0.0124513,0.0186349,0.0167082,0.00780981,0.00431683,0.00228614,0,0,0
306,0.0042412,0.00459039,0.00676433,0.0106338,0.00450746,0.0156252,0.0104005,0.00345165,0.00629515,0.010508,0.0011617,0.00262332,0,0.00597176,0.00342578,0.010503,0.0124639,0.0117449,0.00371993,0.00541012,0.00425795,0.00478113,0.00513141,0.00917139,0,0,0,0.00709045,0.0059821,0.00471453,0.00820117,0.0116787,0.0230471,0.0120867,0.0151594,0.0110984,0.0235429,0.0258729,0,0.00453491,0.00752798,0.0134529,0.0136075,0.0106716,0.00725897,0.0109114,0.0167383,0.0226274,0.00771756,0.00629727,0.00225804,0,0,0
307,0.00410584,0.00521426,0.00671197,0.00976488,0.00465562,0.0159169,0.0111822,0.00321134,0.00604794,0.0106702,0.00157904,0.00315255,0,0.00526471,0.00244945,0.0105161,0.0125231,0.0139519,0.00367705,0.00559935,0.00441986,0.00440725,0.00417214,0.00887189,0,0,0,0.00815939,0.00616384,0.00411426,0.0082869,0.0119538,0.0249883,0.0127146,0.0163403,0.0109764,0.0242107,0.0274852,0,0.00488589,0.00859876,0.0125001,0.0152101,0.0119966,0.0063704,0.0117498,0.0171672,0.0234253,0.00781424,0.00788423,0.00278917,0,0,0
308,0.0037843,0.00602452,0.00665994,0.0089411,0.00392431,0.0162916,0.0117093,0.00349026,0.00596418,0.0111058,0.00184799,0.00384976,0,0.00467965,0.00198049,0.010658,0.0124044,0.0153226,0.00351286,0.00557232,0.0045064,0.00411556,0.00345493,0.00856403,0,0,0,0.0081305,0.00618313,0.00428439,0.00804657,0.0118664,0.0262417,0.0129845,0.0171537,0.0111697,0.0242198,0.0281935,0,0.00496235,0.0103764,0.0125196,0.0162715,0.0129664,0.00639254,0.0121264,0.0170327,0.0240407,0.00759017,0.00893664,0.00357805,0,0,0
