Timestep,C7,LARM,LASI,LELB,LFOREARM,LHEEL,LLEPI,LLMAL,LMFL,LMFS,LP1MT,LP5MT,LPAT,LSH,LTHAD,LTHAP,LTHLD,LTHLP,LTIAD,LTIAP,LTILAT,LTOE,LWR,MAN,P1,P2,P3,RARM,RASI,RELB,RFOREARM,RHEEL,RLEPI,RLMAL,RMFL,RMFS,RP1MT,RP5MT,RPAT,RSH,RTHAD,RTHAP,RTHLD,RTHLP,RTIAD,RTIAP,RTILAT,RTOE,RWR,SACR,T7,x52,x53,
All Timesteps RMSE,0.00668864,0.00735942,0.0118805,0.00887377,0.00844393,0.0149163,0.015572,0.0119518,0.00968257,0.00953007,0.00871782,0.0116128,0,0.00844832,0.0138032,0.0151635,0.0123116,0.0128957,0.00891011,0.00960881,0.0111206,0.010692,0.00821953,0.00831824,0,0,0,0.00760004,0.0102258,0.00625392,0.00780322,0.0170138,0.0208846,0.0143853,0.00974615,0.0114496,0.0132912,0.0222744,0,0.00570391,0.0137675,0.0159648,0.0140728,0.0169927,0.0089876,0.0110523,0.0160785,0.0491791,0.00746164,0.0120111,0.0062371,0,0,0
0,0.00585665,0.00911941,0.020826,0.00645754,0.00982404,0.0098097,0.0167236,0.00949207,0.00625216,0.0092426,0.00697869,0.0191808,0,0.00918341,0.00866779,0.00807648,0.00557023,0.00656432,0.0101174,0.00640178,0.0189296,0.00730855,0.0106168,0.00602923,0,0,0,0.00926218,0.0195913,0.00575933,0.00857014,0.00795333,0.0361683,0.0218319,0.0121108,0.0164451,0.0201975,0.0167386,0,0.00772318,0.0152685,0.0207362,0.0127431,0.0144184,0.00871202,0.0166804,0.0299569,0.022689,0.00703342,0.00423355,0.0016898,0,0,0
1,0.00500144,0.00953807,0.0184798,0.00459899,0.0111368,0.0102997,0.01611,0.0093238,0.00733155,0.00976779,0.00968276,0.00627349,0,0.0101193,0.00568353,0.00717529,0.00597738,0.0229212,0.0107869,0.00735757,0.0198127,0.0162956,0.0114185,0.00606204,0,0,0,0.0119093,0.0179841,0.00825452,0.00824003,0.00443169,0.0335498,0.0221385,0.0112747,0.0123322,0.0147335,0.0165612,0,0.00805686,0.016404,0.0209183,0.0114291,0.014202,0.014991,0.0134762,0.0262086,0.0159524,0.00723726,0.00281366,0.0021401,0,0,0
2,0.00430689,0.00889916,0.0163359,0.00386922,0.011045,0.0103879,0.0137396,0.00966271,0.00703983,0.00628122,0.00583984,0.00738441,0,0.00994273,0.00743364,0.00900985,0.0103777,0,0.0110685,0.00813418,0.018848,0.00828811,0.0107234,0.0067107,0,0,0,0.0129579,0.0154181,0.00840717,0.00899316,0.00477479,0.0289837,0.0214627,0.00803633,0.0166391,0.0184914,0.01558,0,0.00830084,0.0179714,0.0208888,0.00968877,0.0123117,0.00975763,0.0108652,0.0226368,0,0.00785893,0.00279703,0.00310146,0,0,0
3,0.00434431,0.00868756,0.0138228,0.00409267,0.0112134,0.0123489,0.0136417,0.0077729,0.00753484,0.00503896,0.00613857,0.00963191,0,0.00940702,0.004237,0.00906708,0.0107151,0.0170576,0.0102794,0.00783149,0.0189055,0.0105585,0.010902,0.00763863,0,0,0,0.0132969,0.0132462,0.00906975,0.00914706,0.00595229,0.0250973,0.0211991,0.00669497,0.0152333,0.0177885,0.0132923,0,0.00880756,0.0206749,0.0211628,0.00988682,0.0123019,0.00471007,0.00989035,0.0206982,0,0.00823269,0.00156618,0.00347083,0,0,0
4,0.00440296,0.00712995,0.0130886,0.00397364,0.011229,0.0135783,0.00809187,0.0057972,0.00915515,0.00297938,0.00857498,0.00962458,0,0.00871105,0.0069025,0.0111946,0.0142818,0,0.00989722,0.00875309,0.0158206,0.0100018,0.00922182,0.00882721,0,0,0,0.0127481,0.0122695,0.00993306,0.00942672,0.00537376,0.0201938,0.0196345,0.00531377,0.00549985,0.0146927,0.0097342,0,0.0100894,0.0223315,0.0222709,0.00934881,0.0112783,0.00408427,0.00938164,0.0196197,0.0100445,0.0092628,0.0030789,0.00330236,0,0,0
5,0.00552396,0,0.0125638,0.00581645,0.0101355,0.014537,0.002455,0.00409526,0.0108692,0.00141266,0.0110465,0.0103278,0,0.00843748,0.00767494,0.0130218,0.0124502,0.00635194,0.00914008,0.00997595,0.0142599,0.01023,0.00736222,0.00905174,0,0,0,0.0115369,0.0115262,0.0084872,0.00979902,0.00690942,0.0164207,0.018691,0.00580757,0.00467935,0.0118852,0.00732216,0,0.0113657,0.0231025,0.0232629,0.00839503,0.0101506,0.00552051,0.00883587,0.0196195,0.00990321,0.00929494,0.00379194,0.00274247,0,0,0
6,0.00585623,0,0.00890075,0.00671091,0.00993515,0.0154833,0.00160947,0.0030447,0.0109154,0.00143585,0.0119116,0.0119089,0,0.00799977,0.00783831,0.0158105,0.00964505,0.00407496,0.00883061,0.010191,0.0127746,0.0104478,0.00827064,0.00964151,0,0,0,0.0108346,0.00861204,0.00906948,0.0105991,0.00873234,0.0130363,0.0182279,0.00638886,0.0091668,0.0116766,0.00799085,0,0.0119895,0.0234813,0.0241779,0.00790873,0.010063,0.00570386,0.00801054,0.0195992,0.00731317,0.00957915,0.00514681,0.00283128,0,0,0
7,0.00648996,0,0.00465424,0.00730478,0.00957869,0.0158806,0.00490755,0.00287779,0.0114468,0.00188622,0.0119931,0.0129008,0,0.00755032,0.00629886,0.017736,0.0089681,0.0079151,0.00845874,0.0103256,0.0109029,0.0104731,0.0093091,0.00984153,0,0,0,0.0108448,0.00557291,0.0100971,0.0100171,0.00947347,0.0102316,0.0180329,0.00653504,0.0138096,0.0100956,0.0106418,0,0.0119177,0.023444,0.0250531,0.00878328,0.0110385,0.0051407,0.00703337,0.0198866,0.00877933,0.00888642,0.00662102,0.00312002,0,0,0
8,0.00726865,0,0.00176467,0,0.00436791,0.0155831,0.00605036,0.00394494,0.0117425,0.0021585,0.0115809,0.0132922,0,0.00624465,0.00555854,0.0183222,0.00876292,0.00825276,0.00778944,0.0100605,0.00926221,0.0105715,0.00515187,0.0102727,0,0,0,0.0106246,0.00370546,0.0109872,0.00915534,0.00969074,0.00793072,0.0174036,0.00688138,0.0144182,0.00744144,0.0147271,0,0.0117284,0.0229959,0.0250545,0.0102816,0.0122184,0.00516486,0.00594843,0.0206329,0.00929644,0.00841709,0.00782206,0.00309083,0,0,0
9,0.00799441,0.00367569,0.00380234,0.00672364,0.0090208,0.014314,0.00548003,0.00465053,0.0111416,0.00220041,0.0109763,0.0130248,0,0.00636474,0.00585328,0.0172598,0.00791163,0.00660823,0.00694129,0.00929277,0.00671147,0.0103505,0.00934905,0.0104524,0,0,0,0.00919208,0.00439216,0.00961417,0.0102951,0.0111846,0,0.015657,0.0095038,0.0135844,0.0078365,0.0214069,0,0.011169,0.0215369,0.023049,0.0111376,0.0126427,0.00751206,0.00709915,0.0204475,0.0155621,0.00899374,0.00858263,0.00318806,0,0,0
10,0.00852529,0,0.00553467,0.0069982,0.00840965,0.0126822,0.00509992,0.00481191,0.0107435,0.00205811,0.0101439,0.0123413,0,0.00678883,0.00606916,0.014801,0.00706133,0.00504587,0.00571509,0.00786631,0.00481887,0.00977293,0.00865624,0.00973043,0,0,0,0.00903006,0.00411697,0.0104659,0.00943204,0.015899,0,0.0147122,0.0137921,0,0.014986,0.0268876,0,0.0110349,0.0194607,0.0209482,0.0102451,0.0116304,0.0136151,0.0106512,0.0189516,0.0567241,0.00864538,0.00725656,0.00330019,0,0,0
11,0.00869876,0.00335397,0.00702258,0.00656175,0.00871425,0.0110536,0.0053717,0.00465551,0.00996995,0.00346637,0.0120695,0.00912362,0,0.00625761,0.00568658,0.0115694,0.00630576,0.00339981,0.00456444,0.00664237,0.00512591,0,0.00891263,0.0101401,0,0,0,0.0085545,0.00533167,0.00962205,0.00980817,0.0118882,0,0.0150031,0.00498816,0,0.0154786,0.0170215,0,0.0100847,0.0183996,0.0206054,0.0112346,0.0120833,0.00859686,0.00896896,0.0180478,0,0.00906206,0.00671988,0.00302645,0,0,0
12,0.00885337,0.00353815,0.0080336,0.00636905,0.00872772,0.0094059,0.00659239,0.00443636,0.010536,0,0.0120416,0.00879195,0,0.00632762,0.00540525,0.00933217,0.0055509,0.00308122,0.00392387,0.00577965,0.00597354,0,0.0088917,0.00998877,0,0,0,0.00830749,0.00537304,0.0100712,0.00922701,0.0129363,0,0.0132148,0.00374101,0,0.0163882,0.0167334,0,0.00929898,0.0165024,0.0182243,0.0103654,0.0103097,0.00903014,0.00991962,0.015589,0,0.00890668,0.00520859,0.00283374,0,0,0
13,0.0090205,0.00394813,0.00858684,0.00611717,0.00885415,0.00924865,0.00802874,0.00578552,0,0,0.00627916,0.0133748,0,0.00630494,0.00473846,0.00839454,0.00427952,0.00468104,0.00335905,0.00475504,0.00580391,0.00726229,0.00892322,0.00989711,0,0,0,0.00755847,0.00426328,0.00988121,0.00913309,0.0150355,0,0.0120969,0.00426035,0,0.0125928,0.0183238,0,0.00865352,0.0144068,0.0157527,0.00938125,0.0076264,0.008349,0.0135485,0,0.0138126,0.00920966,0.00379535,0.00265039,0,0,0
14,0.00892057,0.00454056,0.00918717,0.00585829,0.0089876,0.0107918,0.0097606,0,0,0.0033813,0.00903794,0.0105188,0,0.006204,0.00423157,0.00789846,0.00341092,0.00667056,0.0029451,0.00393493,0.0047089,0,0.00897931,0.00972422,0,0,0,0.00722124,0.00438484,0.0104962,0.00860875,0.018782,0,0.00898417,0.00347672,0.0187277,0.00957562,0.0199403,0,0.00795965,0.0126334,0.0125427,0.00906183,0.00648743,0.00856814,0.0146598,0.0122981,0.0109483,0.00892936,0.00418141,0.00250967,0,0,0
15,0.00867776,0.00499952,0.0100718,0.0055793,0.00908326,0.0107879,0.0113677,0,0,0.00309495,0.00680889,0.0134637,0,0.0059727,0.00503333,0.00823215,0.00423618,0.00649177,0.00307354,0.00396037,0.00455544,0.00767872,0.00900127,0.00935317,0,0,0,0.00687332,0.00455744,0.0105168,0.00888221,0.0225258,0,0.00833902,0.00253079,0.0166708,0.0106495,0.0185437,0,0.00730141,0.00992375,0.0103718,0.0102198,0.00554563,0.00799211,0.0144192,0.0116329,0.0110862,0.00891332,0.00550868,0.00272397,0,0,0
16,0.00854277,0.005268,0.0113942,0.00523434,0.00911666,0.0095479,0.0131503,0.0076375,0,0.00336268,0.00729875,0.014352,0,0.00596409,0.00647355,0.00831964,0.00436636,0.00554511,0.00398026,0.00507016,0.00547447,0.00752095,0.00896025,0.0090531,0,0,0,0.0066215,0.00522369,0.0107114,0.00907321,0.0259319,0.0160173,0.00686769,0.00227928,0.016711,0.0121116,0.018316,0,0.00728292,0.00674272,0.0103854,0.0108402,0.00684102,0.00831949,0.0131803,0.00926266,0.0116296,0.00869889,0.00716041,0.00287839,0,0,0
17,0.00829695,0.00565462,0.0126155,0.00480507,0.00907486,0.0096848,0.0152182,0.00771428,0.0115459,0.00347685,0.00963245,0.0129645,0,0.00620147,0.00879817,0.00902535,0.003758,0.00471659,0.00395573,0.00513201,0.00578987,0.00946296,0.00887933,0.00911958,0,0,0,0.00612424,0.00575134,0.0105659,0.00911851,0.0241326,0.016067,0.00609024,0.00199351,0.016164,0.0126456,0.0178453,0,0.00742549,0.0057639,0.0102138,0.0123821,0.0091107,0.00801761,0.0129744,0.00817176,0.0112293,0.00847743,0.00831954,0.00319005,0,0,0
18,0.00796496,0.00582918,0.01339,0.00459099,0.00883141,0.0105699,0.016196,0.00835356,0.0122843,0.00407946,0.0104532,0.0138344,0,0.00581234,0.0107949,0.00978725,0.0039364,0.0040474,0.00360878,0.00529414,0.00652539,0.0103506,0.00856979,0.00861173,0,0,0,0.00581641,0.0059735,0.0101698,0.00951434,0.022903,0.016139,0.00559975,0.00184167,0.0156852,0.0119418,0.0173666,0,0.00680495,0.00565975,0.0102579,0.0131651,0.0112579,0.00776805,0.0125211,0.00772256,0.0107488,0.00838876,0.00923514,0.00356126,0,0,0
19,0.00757257,0.00562514,0.0141444,0.00446268,0.00872925,0.0113817,0.0162718,0.00881351,0.0126931,0.00435007,0.0113963,0.0149304,0,0.00508606,0.0126784,0.0109125,0.00567524,0.00283453,0.00339823,0.00564558,0.0071541,0.0110951,0.0082027,0.00859539,0,0,0,0.0057289,0.00619225,0.00982493,0.00939064,0.0228281,0.0163017,0.00550402,0.00201219,0.0160754,0.00905948,0.0169117,0,0.00616676,0.00612504,0.01013,0.0138399,0.0127098,0.0076878,0.0124225,0.00740675,0.010406,0.00810314,0.00999155,0.00395667,0,0,0
20,0.00712952,0.00542653,0.0148544,0.00438613,0.00850213,0.0121545,0.0156095,0.0092883,0.0133706,0.00449518,0.0124864,0.0160199,0,0.00504255,0.0137293,0.0123292,0.00791372,0.00219413,0.00339167,0.00592821,0.00742588,0.0117683,0.00789848,0.00869085,0,0,0,0.00551663,0.00634618,0.00950147,0.00890578,0.0234456,0.0162458,0.00613036,0.00258217,0.0167899,0.00612402,0.0164427,0,0.00581586,0.00526197,0.0100022,0.014577,0.0134274,0.0077504,0.0121453,0.00688342,0.0102831,0.00761258,0.0105909,0.00438656,0,0,0
21,0.00679335,0.00553682,0.0154379,0.0039005,0.00827317,0.0128288,0.0145318,0.00992049,0.0141255,0.00463292,0.0133899,0.016842,0,0.00520428,0.0136121,0.013635,0.00982888,0.0031262,0.00336648,0.00613716,0.0073008,0.0122763,0.00745108,0.00898079,0,0,0,0.00514485,0.00665249,0.00909851,0.00845322,0.0246869,0.0160998,0.0072584,0.0025315,0.0165267,0.00736599,0.0165704,0,0.00551614,0.00345826,0.0103271,0.0153837,0.0140402,0.00800158,0.0111292,0.00666612,0.0102333,0.00712441,0.011057,0.00496745,0,0,0
22,0.00639599,0.00563305,0.015637,0.00359982,0.0079998,0.013317,0.0130599,0.0106204,0.0144621,0.00473957,0.0138882,0.0173589,0,0.0053753,0.0125313,0.0141426,0.011045,0.00500896,0.00334572,0.00619205,0.00707782,0.0125262,0.00697379,0.00916578,0,0,0,0.0047275,0.00688273,0.00855968,0.00794408,0.0260932,0.0167071,0.00919709,0.00346073,0.0167143,0.00834071,0.0168314,0,0.00494546,0.0028709,0.00997799,0.0163931,0.0150452,0.00929569,0.00984895,0.00683733,0.0104677,0.00666867,0.0111318,0.00540273,0,0,0
23,0.00604686,0.00539682,0.015606,0.00351516,0.00769523,0.0134839,0.0116416,0.0112638,0.014565,0.00472816,0.0140097,0.0176647,0,0.00554149,0.011255,0.0134917,0.0114245,0.00713444,0.0033391,0.00601915,0.00688769,0.0125885,0.00647678,0.0093014,0,0,0,0.00438932,0.00744622,0.00783824,0.00722121,0.0271922,0.0174941,0.0103738,0.00552895,0.0171209,0.0081594,0.0175042,0,0.00416768,0.00311804,0.00990082,0.0173187,0.0160811,0.0102341,0.00916464,0.0073208,0.00971864,0.00619063,0.0110834,0.00574354,0,0,0
24,0.00579216,0.00498593,0.0156579,0.00333177,0.00752432,0.0134542,0.0100297,0.0119666,0.0146075,0.00462966,0.0139009,0.0177805,0,0.00553045,0.0106839,0.0117754,0.0112044,0.00967379,0.00339318,0.00583859,0.00695875,0.0124752,0.00601537,0.00926348,0,0,0,0.00394838,0.00843237,0.00703479,0.00657518,0.0277115,0.0183443,0.0110522,0.00526478,0.0176224,0.00814535,0.0176281,0,0.00333854,0.00338063,0.0102232,0.0181535,0.0171403,0.0102305,0.00898309,0.00774332,0.00881952,0.00572907,0.0109297,0.0060492,0,0,0
25,0.00570436,0.00429378,0.0157778,0.00321464,0.00730369,0.0133253,0.00801067,0.012762,0.0147567,0.00466738,0.0128277,0.016425,0,0.00537304,0.0105763,0.00987883,0.0117358,0.012026,0.00366512,0.00584962,0.00733242,0.0119981,0.0055641,0.00914204,0,0,0,0.003667,0.00936463,0.00609003,0.00582761,0.0276856,0.0189787,0.0119463,0.00358364,0.017214,0.00822115,0.0172327,0,0.00272458,0.00384901,0.0109172,0.0186979,0.0182377,0.010297,0.00868648,0.00805877,0.00837537,0.00517983,0.0109711,0.00639992,0,0,0
26,0.00570534,0.00335188,0.0152264,0.00297147,0.00708209,0.012708,0.00634603,0.0131734,0.0144861,0.00475163,0.0093858,0.00984879,0,0.00482779,0.0104326,0.00961718,0.0117832,0.0132942,0.00445001,0.00618923,0.00812168,0.0101551,0.00508383,0.00878071,0,0,0,0.00346711,0.0102218,0.00495487,0.00504997,0.0271862,0.0195524,0.0130702,0.00406913,0.0145901,0.00836211,0.0166068,0,0.00241074,0.0043758,0.0119048,0.0188981,0.0193429,0.00976362,0.00812855,0.00818834,0.00796122,0.00453152,0.0112046,0.00677883,0,0,0
27,0.00589744,0.00205802,0.0141699,0.00299827,0.00670228,0.0121964,0.00531141,0.0125394,0.0119441,0.00374657,0.00680045,0,0,0.00407267,0.0104939,0.0116447,0.0108812,0.0132013,0.00553753,0.00660954,0.00898344,0.00678909,0.00454864,0.0082994,0,0,0,0.0034115,0.0112329,0.00375708,0.00450589,0.0266428,0.0201714,0.0143685,0.00461532,0.0128193,0.00849793,0.0157701,0,0.00235147,0.00506632,0.0130808,0.0188613,0.0204354,0.00919801,0.00752598,0.00817669,0.00764184,0.00387771,0.0114257,0.00725377,0,0,0
28,0.00634927,0.00154528,0.0134485,0.00331643,0.00633089,0.0141424,0.00490783,0.0114929,0,0.00483855,0,0,0,0.00329824,0.0100132,0.0144109,0.00920547,0.0121416,0.00651609,0.00652931,0.00968037,0.0064599,0.00388761,0.00790921,0,0,0,0.00368197,0.0124151,0.00274877,0.0038949,0.0259147,0.0206495,0.0155503,0.00466388,0.0120943,0.00798592,0.0148566,0,0.00248211,0.00604352,0.0140873,0.0185092,0.0215573,0.00862931,0.00718591,0.00811065,0.00744287,0.00327421,0.0113361,0.0078486,0,0,0
29,0.00683091,0.0025692,0.0123642,0.00360201,0.00601233,0,0.00525926,0.00969199,0,0.00853845,0,0,0,0.00284727,0.00624763,0.0150337,0.0069784,0.0109495,0.00713969,0.00709439,0.0106103,0.00872322,0.00334176,0.0076435,0,0,0,0.00360327,0.0135613,0.00196367,0.00382014,0.0251295,0.0208394,0.016631,0.00467882,0.0117539,0.0073068,0.0139091,0,0.0025723,0.00703957,0.0146122,0.0180568,0.0227398,0.00832891,0.00716093,0.00810378,0.00729693,0.00265931,0.0109886,0.00831086,0,0,0
30,0.00786206,0.00385202,0.0117315,0.0034734,0.00594914,0.0127573,0.00645603,0,0.00447123,0.0116952,0.00737772,0.0158794,0,0.00284085,0.00617154,0.0136679,0.00468753,0.00955405,0.00679646,0.00534925,0.011086,0,0.00292024,0.00793347,0,0,0,0.00359992,0.0139978,0.00154335,0.00340959,0.023798,0.0211763,0.0178538,0.0045643,0.0113384,0.00654768,0.0125821,0,0.00284895,0.0083436,0.0154443,0.0178117,0.0237814,0.00808623,0.00723511,0.00836029,0.00690858,0.00212256,0.0122668,0.00928813,0,0,0
31,0.00861855,0.00591429,0.0109782,0.00372614,0.00603445,0,0.00753485,0.00501051,0,0.013611,0.0076537,0.0162475,0,0.00398897,0.00318344,0.0108245,0.00356447,0.00825953,0.00446797,0.00373928,0.0113913,0,0.00252408,0.00830312,0,0,0,0.00309368,0.0140538,0.00178288,0.00351643,0.0224221,0.0214061,0.0191627,0.00455804,0.0106657,0.00600036,0.0112575,0,0.0028653,0.00994861,0.0159308,0.0178973,0.0245331,0.00827407,0.00750714,0.00864185,0.00636032,0.00177136,0.0135134,0.00976641,0,0,0
32,0.00931953,0.0077325,0.0112995,0.00350218,0.0060254,0.00666322,0.00617454,0.00561746,0,0,0,0,0,0.00542104,0.00263709,0.010144,0.00427945,0.00715178,0.00523495,0.00347193,0.00798502,0,0.00245806,0.00854176,0,0,0,0.00257284,0.013583,0.00230712,0.00365627,0.0212435,0.0214069,0.0204311,0.00481672,0.00990193,0.00557184,0.00991929,0,0.00290484,0.0111529,0.0158973,0.0180694,0.0257234,0.00888386,0.00783619,0.00906913,0.00555062,0.0018201,0.0161073,0.0100804,0,0,0
33,0.00982863,0.00968285,0.0108729,0.00396426,0.00589706,0.0127147,0.00462196,0.00718658,0.00580379,0,0.00663812,0,0,0.00665259,0.00455893,0.0112429,0.00431248,0.00555104,0.00441407,0.00531455,0.00368493,0.013558,0.002765,0.00870131,0,0,0,0.00245614,0.0131928,0.00301674,0.00362405,0.0199256,0.0217879,0.021797,0.00547146,0.00931787,0.00515819,0.00818656,0,0.00287787,0.0123977,0.0163536,0.0179748,0.0268103,0.00919656,0.00824308,0.00995231,0.00471169,0.002067,0.0188603,0.00997176,0,0,0
34,0.00988222,0.0109827,0.0106758,0.00517799,0.00577722,0.0141639,0.00232153,0.0081873,0.00349403,0.00914088,0.00705663,0,0,0.00761633,0.00357428,0.0112315,0.00616846,0.00661288,0.00505036,0.004631,0.000971431,0,0.00269541,0.0085349,0,0,0,0.00344521,0.0121362,0.00371057,0.0037555,0.0188588,0.0220667,0.0229357,0.00588142,0.00912664,0.00500342,0.00665029,0,0.00253147,0.0133617,0.0166101,0.0175501,0.027829,0.0095347,0.00832728,0.0109696,0.00440597,0.00233431,0.0214491,0.00944354,0,0,0
35,0.00947885,0.0121917,0.0101848,0.00607783,0.00556695,0.0158209,0.00207351,0.00806555,0.00716761,0.0158378,0,0.0147375,0,0.00826942,0.00191292,0.0112792,0.00917013,0.00917569,0.00631656,0.00328694,0.00148541,0,0.00355214,0.00814587,0,0,0,0.00456165,0.010999,0.00461943,0.00370131,0.0180397,0.0224018,0.0236899,0.00614838,0.00862229,0.00521045,0.00538908,0,0.00230202,0.0143269,0.0169712,0.0170153,0.0283619,0.00940977,0.00855256,0.0116631,0.00389267,0.00278031,0.02336,0.00855968,0,0,0
36,0.00865454,0.0131013,0.00961015,0.00718987,0.00513028,0.0176926,0.00279732,0.00868673,0,0.0165005,0.00956182,0.0149541,0,0.00840866,0.00285809,0.0114946,0.0113211,0.0115247,0.00822431,0.00489232,0.000527076,0,0.0039742,0.0077348,0,0,0,0.00589742,0.0104728,0.00579287,0.00505657,0.0171119,0.0224775,0.0237734,0.00629958,0.00743146,0.00554643,0.00448424,0,0.00211874,0.0153392,0.0173453,0.0165448,0.0281151,0.00897384,0.0092388,0.0119912,0.00322113,0.00338672,0.0244433,0.00770995,0,0,0
37,0.00712955,0.0134641,0.00973522,0.00816139,0.00463831,0.0164951,0.00282025,0.00348943,0,0,0,0,0,0.00811664,0.00617905,0.0099741,0.0124945,0.0133326,0.00274627,0.00167066,0.00139066,0,0.00446312,0.00699568,0,0,0,0.00664148,0.0114945,0.00651175,0.00524324,0.0173214,0.0213571,0.0246502,0.0057073,0.00646244,0.00531239,0.00511148,0,0.00233253,0.0161605,0.0171981,0.0158259,0.0267888,0,0.00936901,0.012367,0.00334911,0.00382154,0.0250288,0.00675452,0,0,0
38,0.00605945,0.0125378,0.00944871,0.00845388,0.00451157,0.0204521,0.0031444,0.00547372,0,0.0147044,0.0118066,0,0,0.00793357,0.00928935,0.0114395,0.0132876,0.0143446,0.0044924,0.00345203,0.00339318,0.00976017,0.0044081,0.00670866,0,0,0,0.00671271,0.0116875,0.00689148,0.00517606,0.0168924,0.0217876,0.0238773,0.00529901,0.00573865,0.00511772,0.00508706,0,0.00312245,0.0173459,0.0178801,0.0155976,0.0252497,0,0.00901733,0.011919,0.0032418,0.00438611,0.0242012,0.00666402,0,0,0
39,0.00523398,0.0119676,0.00959858,0.00918571,0.00424253,0.0204297,0.00381892,0.00929458,0.0114686,0.0161992,0.0102244,0.016685,0,0.00734389,0.0121487,0.012492,0.0125394,0.0143278,0.00464823,0.00358944,0.00744408,0.0116507,0.00478359,0.00630018,0,0,0,0.00698349,0.0116707,0.00649663,0.00761749,0.015922,0.0218258,0.0232072,0.00534041,0,0.00557334,0.00464581,0,0.00247435,0.0181902,0.017874,0.014678,0.0228905,0,0.00803712,0.0113545,0.00338002,0.00644827,0.0229997,0.00646815,0,0,0
40,0.00487194,0.0106141,0.00954001,0.00908959,0.00414531,0.0204476,0.00477253,0.0102685,0.012101,0.0163381,0.0103373,0.0163946,0,0.0069659,0.0139268,0.0143064,0.0108648,0.0126278,0.00479578,0.00429537,0.00989533,0.0107302,0.00494278,0.00565896,0,0,0,0.00615087,0.0121262,0.00587345,0.00856986,0.0141885,0.0219888,0.0213416,0.00414486,0.00532183,0.00385135,0.00510782,0,0.00276656,0.018933,0.0176229,0.013591,0.0212779,0,0.0077504,0.0107284,0.00279326,0.00837997,0.0215659,0.00589972,0,0,0
41,0.00468104,0.00905827,0.00903607,0.00878159,0.0039748,0.0204027,0.00670218,0.00921187,0.0106658,0.0146855,0.0118666,0,0,0.00645909,0.0146843,0.0163699,0.00918534,0.0103318,0.00578812,0.00581118,0.0104707,0.00964035,0.00446649,0.00478458,0,0,0,0.00508701,0.0129093,0.00598492,0.00968211,0.0123361,0.0218648,0.0199548,0.00343853,0.00546285,0.00337881,0.00501244,0,0.00315519,0.018799,0.0166568,0.0122632,0.0196295,0,0.00779465,0.0098133,0.00288035,0.00859107,0.0195255,0.00490725,0,0,0
42,0.00454094,0.00771877,0.00856974,0.00921241,0.00328732,0.0202407,0.00830192,0.0100479,0.0104926,0.014692,0.0117523,0,0,0.00588721,0.0146446,0.0177747,0.00823739,0.00882891,0.00591724,0.00571934,0.0112544,0.00919164,0.00501344,0.0042787,0,0,0,0.00407033,0.0129467,0.00519129,0.00955079,0.0100838,0.0225781,0.0179238,0.00291546,0.00445097,0.00313476,0.00454791,0,0.00353852,0.0181255,0.0157811,0.0114723,0.0189239,0.00611404,0.00857362,0.00865536,0.00275025,0.00940713,0.0168915,0.004084,0,0,0
43,0.00430818,0.00542524,0.00837107,0.00885222,0.00452499,0.0199228,0.00925268,0.0127192,0.0116309,0.0164018,0.00988746,0.0153656,0,0.00634628,0.0141513,0.0188936,0.0078296,0.00807785,0.0052394,0.00453159,0.0126376,0.00881316,0.00396014,0.00408846,0,0,0,0.00351646,0.0121328,0.00541473,0.00918417,0.00894575,0.0224546,0.0170058,0.00269503,0.00348108,0.00318272,0.00423672,0,0.0036961,0.0175884,0.0153043,0.0104996,0.0177365,0.00643588,0.00835609,0.00816342,0.00260771,0.00851191,0.0137836,0.00323955,0,0,0
44,0.00394371,0.00412641,0.00894535,0.00888663,0.0051287,0.0195188,0.0103524,0.0130647,0.0113168,0.016274,0.00931677,0.0147769,0,0.00652546,0.0134155,0.0195415,0.00750754,0.00730657,0.00544669,0.00425372,0.0129989,0.00883224,0.00392501,0.0041792,0,0,0,0.00352927,0.011318,0.00514873,0.00815119,0.0080062,0.0220163,0.0159163,0.00253209,0.00288099,0.00307031,0.00357523,0,0.00388659,0.0170547,0.0148279,0.00961375,0.0168474,0.00587002,0.0081593,0.00846006,0.00236323,0.00816122,0.011083,0.0026801,0,0,0
45,0.00362236,0.00363475,0.00931155,0.00838241,0.00562998,0.0187395,0.0114712,0.0131928,0.0111608,0.0159499,0.0084966,0.0141954,0,0.00705915,0.0125357,0.0193247,0.00716473,0.0063334,0.00554451,0.00389054,0.0129448,0.00905667,0.00378148,0.00444949,0,0,0,0.00412957,0.0109963,0.00608398,0.00701993,0.00724497,0.0214703,0.0150281,0.00237297,0.00287505,0.00254225,0.00325654,0,0.00415263,0.0165688,0.0144048,0.00893196,0.0165071,0.00493332,0.00800456,0.00941222,0.00210158,0.00697305,0.00883976,0.00269646,0,0,0
46,0.00344618,0.00332593,0.00966812,0.00788763,0.00542574,0.0175388,0.0127656,0.0131468,0.0116392,0.0158898,0.00860784,0.0118577,0,0.00778657,0.0108651,0.0185735,0.00675831,0.00502846,0.00550258,0.00341836,0.0123694,0.0115655,0.00361388,0.00471831,0,0,0,0.00420232,0.0100068,0.00578214,0.00698713,0.00665126,0.0211926,0.0144131,0.00234191,0.0032186,0.0020492,0.00349738,0,0.00364034,0.0159463,0.0141372,0.00829303,0.0165471,0.00446272,0.00753631,0.0106041,0.00195602,0.00690849,0.00800554,0.0033107,0,0,0
